="result_rank",="full_name",="distance",="time_id",="event_desc",="swimmer_age",="swim_time_formatted",="alt_adj_swim_time_formatted",="standard_name",="meet_name",="swim_date",="club_name",="lsc_id",="foreign_yesno",="hytek_power_points",="event_id",="sanction_status"
="1","Hobson, Luke",="500",="153737903",="500 FR SCY",="17",="4:16.56",="4:16.56",="2022 Summer Nationals (LCM)",="2021 UT CA-NV Sectionals St. George",="3/12/2021",="Lakeridge Swim Team",="PC",="",="960",="4",="Yes"
="2","Custer, Liam",="500",="151944897",="500 FR SCY",="16",="4:18.49",="4:18.49",="2022 Summer Nationals (LCM)",="2020 FL Virtual Champs Site 1",="12/12/2020",="Sarasota Sharks",="FL",="",="965",="4",="Yes"
="3","Maurer, Rex",="500",="154924179",="500 FR SCY",="16",="4:19.57",="4:19.57",="2021 Winter US Open (LCM)",="2021 CA OB CIF-SS Division 1",="5/27/2021",="Unattached",="CA",="",="954",="4",="Yes"
="4","Cotter, Michael",="500",="153488882",="500 FR SCY",="17",="4:19.93",="4:19.93",="2021 Winter US Open (LCM)",="2021 NC TAC ESSZ SC Sectional",="3/5/2021",="TAC Titans",="NC",="",="925",="4",="Yes"
="5","Norris, Lance",="500",="153490497",="500 FR SCY",="17",="4:20.64",="4:20.64",="2021 Winter US Open (LCM)",="2021 NC TAC ESSZ SC Sectional",="3/5/2021",="TAC Titans",="NC",="",="918",="4",="Yes"
="6","Taylor, Andrew",="500",="153786353",="500 FR SCY",="16",="4:22.23",="4:22.23",="2021 Winter US Open (LCM)",="2021 FL Swimming Spring Sr Champs-South",="3/13/2021",="Tampa Bay Aquatic Club",="FL",="",="926",="4",="Yes"
="7","Carlile, Jackson",="500",="153364661",="500 FR SCY",="17",="4:22.31",="4:22.31",="2021 Winter US Open (LCM)",="2021 IN-O IHSAA Boys State Finals",="2/27/2021",="Unattached",="IN",="",="901",="4",="Yes"
="8","Sampson, Riley",="500",="153790630",="500 FR SCY",="17",="4:22.72",="4:22.72",="2021 Winter US Open (LCM)",="2021 FL Swimming Spring Sr Champs-North",="3/13/2021",="Central Florida Marlins",="FL",="",="897",="4",="Yes"
="9","Zucker, Logan",="500",="151819493",="500 FR SCY",="17",="4:22.83",="4:22.83",="2021 Winter US Open (LCM)",="2020 NC NCS Winter 18U Champs",="12/5/2020",="SwimMAC Carolina",="NC",="",="895",="4",="Yes"
="10","Sergile, Sebastien",="500",="152859980",="500 FR SCY",="17",="4:23.30",="4:23.30",="2021 Winter US Open (LCM)",="2021 GA GHSA 6A State ",="2/2/2021",="Unattached",="GA",="",="891",="4",="Yes"
="11","Rathle, Jacques",="500",="153941440",="500 FR SCY",="17",="4:23.32",="4:23.32",="2021 Winter US Open (LCM)",="2021 LA Short Course State Cha",="3/25/2021",="Crawfish Aquatics",="LA",="",="890",="4",="Yes"
="12","Ponsler, Kyle",="500",="153364745",="500 FR SCY",="16",="4:23.37",="4:23.37",="2021 Winter US Open (LCM)",="2021 IN-O IHSAA Boys State Finals",="2/27/2021",="Unattached",="IN",="",="915",="4",="Yes"
="13","Davis, Grant",="500",="153866019",="500 FR SCY",="17",="4:23.73",="4:23.73",="2021 Winter US Open (LCM)",="2021 GA SC Senior State Meet",="3/20/2021",="Chattahoochee Gold Swim Club",="GA",="",="886",="4",="Yes"
="14","Lund, Hunter",="500",="153894997",="500 FR SCY",="16",="4:24.20",="4:24.20",="2021 Winter US Open (LCM)",="2021 GU MAC 14&Up Champs",="3/12/2021",="Premier Aquatics Club of Klein",="GU",="",="906",="4",="Yes"
="15","Shoyat, Eli",="500",="154338638",="500 FR SCY",="17",="4:24.39",="4:24.39",="2021 Winter US Open (LCM)",="2021 KY KHSAA State Swimming Champs",="4/24/2021",="Unattached",="OH",="",="880",="4",="Yes"
="16","Barrieault, Brice",="500",="154220213",="500 FR SCY",="17",="4:24.62",="4:24.62",="2021 Winter US Open (LCM)",="2021 FL GAIN Invitational",="4/10/2021",="Sandpipers Of Nevada",="CA",="",="877",="4",="Yes"
="17","Linscheer, Giovanni",="500",="153845354",="500 FR SCY",="16",="4:25.04",="4:25.04",="2021 Winter US Open (LCM)",="2021 FL NCSA Spring Swimming Championships",="3/19/2021",="COR Swimming",="NT",="",="898",="4",="Yes"
="18","Higdon, Stuart",="500",="153789079",="500 FR SCY",="17",="4:25.26",="4:25.26",="2021 Winter US Open (LCM)",="2021 FL Swimming Spring Sr Champs-North",="3/13/2021",="Area Tallahassee Aquatic Club",="FL",="",="871",="4",="Yes"
="19","Perks, Charles",="500",="154900454",="500 FR SCY",="17",="4:25.55",="4:25.55",="2021 Winter US Open (LCM)",="2021 CT CPAC May RTC Meet",="5/15/2021",="West Hartford Aquatic Team",="CT",="",="868",="4",="Yes"
="20","Morrissey, Henry",="500",="151708059",="500 FR SCY",="17",="4:25.75",="4:25.75",="2021 Winter US Open (LCM)",="2020 MA GAAC November ABBC",="11/20/2020",="Germantown Academy Aquatic  Club",="MA",="",="866",="4",="Yes"
="21","Haughey, Braeden",="500",="151923251",="500 FR SCY",="16",="4:25.76",="4:25.76",="2021 Winter US Open (LCM)",="2020 NC TAC Blizzard Blitz",="12/13/2020",="TAC Titans",="NC",="",="890",="4",="Yes"
