"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Hobson, Luke","500","135918421","500 FR SCY","15","4:27.20","4:27.20","2022 Summer Juniors (LCM)","2018 Winter Junior Nats - West","12/6/2018","Lakeridge Swim Team","PC","","915","4","Yes"
"2","Haughey, Braeden","500","139656546","500 FR SCY","15","4:27.21","4:27.21","2022 Summer Juniors (LCM)","2019 Sectionals - Raleigh ","3/9/2019","TAC Titans","NC","","915","4","Yes"
"3","Korvick, Kyle","500","140207696","500 FR SCY","15","4:28.10","4:28.10","2022 Summer Juniors (LCM)","2019 FG Florida Gold Coast Sen","3/22/2019","Gulliver Swim Club","FG","","906","4","Yes"
"4","Reynolds, Parker","500","140521340","500 FR SCY","15","4:29.10","4:29.10","2021 Winter Juniors (SCY)","2019 NCSA Spring Championship","3/20/2019","Santa Maria Swim Club","CA","","896","4","Yes"
"5","Luo, Jaden","500","140328058","500 FR SCY","15","4:29.22","4:29.22","2021 Winter Juniors (SCY)","2019 FL TYR ISCA Jr Champions","3/28/2019","Austin Swim Club","ST","","895","4","Yes"
"6","Rennard, Theo","500","140354133","500 FR SCY","15","4:29.61","4:29.61","2021 Winter Juniors (SCY)","2019 NC AP YMCA SCY  Nationals","4/4/2019","YMCA of Greater Monmouth County","NJ","","891","4","Yes"
"7","Davis, Grant","500","140516835","500 FR SCY","15","4:29.77","4:29.77","2021 Winter Juniors (SCY)","2019 NCSA Spring Championship","3/20/2019","Chattahoochee Gold Swim Club","GA","","889","4","Yes"
"8","Zucker, Logan","500","139552834","500 FR SCY","15","4:29.78","4:29.78","2021 Winter Juniors (SCY)","2019 SE Speedo Southern Premier","3/2/2019","SwimMAC Carolina","NC","","889","4","Yes"
"9","Hayes, John","500","140102513","500 FR SCY","15","4:30.05","4:30.05","2021 Winter Juniors (SCY)","2019 KY 13 & Over SCY C","3/23/2019","Cardinal Aquatics","KY","","887","4","Yes"
"10","Zafirov, Dimiter","500","138983638","500 FR SCY","14","4:30.24","4:30.24","2021 Winter Juniors (SCY)","2019 FL Spring Age Group Championships","2/23/2019","Sarasota Tsunami Swim Team","FL","","937","4","Yes"
"11","Schneider, Justin","500","141014826","500 FR SCY","14","4:30.34","4:30.34","2021 Winter Juniors (SCY)","2019 CIF STATE SWIM CHAMPS","5/10/2019","Unattached","CA","","936","4","Yes"
"12","Bull, Brian","500","140350255","500 FR SCY","15","4:30.67","4:30.67","2021 Futures (LCM)","2019 NC AP YMCA SCY  Nationals","4/4/2019","Somerset Valley YMCA","NJ","","880","4","Yes"
"13","Edmund, Mason","500","138980618","500 FR SCY","14","4:31.47","4:31.47","2021 Futures (LCM)","2019 FL Spring Age Group Championships","2/23/2019","Tampa Bay Aquatic Club","FL","","925","4","Yes"
"13","Shoyat, Eli","500","138543351","500 FR SCY","15","4:31.47","4:31.47","2021 Futures (LCM)","2019 OH OB KHSAA Region Seven","2/4/2019","Unattached","OH","","872","4","Yes"
"15","Norris, Lance","500","140353575","500 FR SCY","15","4:31.71","4:31.71","2021 Futures (LCM)","2019 NC AP YMCA Nat SCY TT Only","4/4/2019","Rocky Mount Family YMCA","NC","","870","4","Yes"
"16","Chung, Matthew","500","138229632","500 FR SCY","15","4:31.81","4:31.81","2021 Futures (LCM)","2019 SN DART Superleague Meet ","2/9/2019","Santa Clara Swim Club","PC","","869","4","Yes"
"17","Cotter, Michael","500","136005266","500 FR SCY","15","4:32.04","4:32.04","2021 Futures (LCM)","2018  NC TAC TITANS Blizzard B","12/8/2018","TAC Titans","NC","","867","4","Yes"
"18","Cooper, Michael","500","139926387","500 FR SCY","15","4:32.05","4:32.05","2021 Futures (LCM)","2019 MI 13/14 & Open SCY State","3/16/2019","OLY Swimming","MI","","867","4","Yes"
"19","Haskal, Manning","500","145433588","500 FR SCY","15","4:32.14","4:32.14","2021 Futures (LCM)","2019 CA OB CIF-SS Division 3","4/29/2019","Unattached","CA","","866","4","Yes"
"19","Menchhofer, Erik","500","140353210","500 FR SCY","15","4:32.14","4:32.14","2021 Futures (LCM)","2019 NC AP YMCA SCY  Nationals","4/4/2019","Blue Ash YMCA Swim Team","OH","","866","4","Yes"
"21","Hoover, Sam","500","140088277","500 FR SCY","15","4:32.32","4:32.32","2021 Futures (LCM)","2019 NC NCAC Tar Heel States","3/21/2019","North Carolina Aquatic Club","NC","","864","4","Yes"
"22","Munoz Renteria, Carlos","500","141014705","500 FR SCY","15","4:32.44","4:32.44","2021 Futures (LCM)","2019 CIF STATE SWIM CHAMPS","5/10/2019","Unattached","SI","","863","4","Yes"
"23","Hunt, Connor","500","135916848","500 FR SCY","15","4:32.86","4:32.86","2021 Futures (LCM)","2018 Winter Junior Nats - East","12/6/2018","Ridgefield Aquatic Club","CT","","859","4","Yes"
"24","Ispas, Alex","500","134566418","500 FR SCY","15","4:33.07","4:33.07","2021 Futures (LCM)","2018 CA Kevin B Perry Senior  ","11/2/2018","Mission Viejo Nadadores","CA","Yes","857","4","Yes"
"25","Navarro, Andrew","500","134569635","500 FR SCY","15","4:33.23","4:33.23","2021 Futures (LCM)","2018 CA Kevin B Perry Senior  ","11/2/2018","BlueFin Aquatics","CA","","855","4","Yes"
"26","Wylie, Ryan","500","135917324","500 FR SCY","15","4:33.29","4:33.29","2021 Futures (LCM)","2018 Winter Junior Nats - East","12/6/2018","Athens Bulldog Swim Club","GA","","855","4","Yes"
"27","Sampson, Riley","500","139434436","500 FR SCY","15","4:33.34","4:33.34","2021 Futures (LCM)","2019 FL Swimming Spring Senior Champs","3/2/2019","Central Florida Marlins","FL","","854","4","Yes"
"28","Ponsler, Kyle","500","139152394","500 FR SCY","14","4:33.65","4:33.65","2021 Futures (LCM)","2019 IN OBS IHSAA Boys State Champs","2/22/2019","Unattached","IN","","904","4","Yes"
"29","Simms, Sean","500","140279105","500 FR SCY","15","4:33.68","4:33.68","2021 Futures (LCM)","2019 MA LAC Middle Atlantic Senior Champs","3/30/2019","Greater Philadelphia Aquatic Club","MA","","851","4","Yes"
"30","Parnham, Beck","500","138822863","500 FR SCY","15","4:34.23","4:34.23","2021 Futures (LCM)","2019 GU UIL Region 6-6A Champs","2/1/2019","Unattached","GU","","845","4","Yes"
"31","Cheng, Vincent","500","134563275","500 FR SCY","15","4:34.30","4:34.30","2021 Futures (LCM)","2018 CA Kevin B Perry Senior  ","11/2/2018","Brea Aquatics","CA","","845","4","Yes"
"32","Sergile, Sebastien","500","139551686","500 FR SCY","15","4:34.31","4:34.31","2021 Futures (LCM)","2019 SE Speedo Southern Premier","3/2/2019","SwimAtlanta","GA","","845","4","Yes"
"33","Sandidge, Levi","500","139851089","500 FR SCY","14","4:34.38","4:34.38","2021 Futures (LCM)","2019 GU TWST SC TAGS Champs","3/9/2019","City of Richardson Swim Team","NT","","897","4","Yes"
"34","Edwards, Dominic","500","139931443","500 FR SCY","15","4:34.39","4:34.39","2021 Futures (LCM)","2019 MA OB PIAA States Boys AAA","3/14/2019","Tri-Hampton YMCA Swim Team","MA","","844","4","Yes"
"34","Stankovich, Ben","500","135639951","500 FR SCY","15","4:34.39","4:34.39","2021 Futures (LCM)","2018 VA VSTP Ice Breaker Invit","11/30/2018","Nation's Capital Swim Club","PV","","844","4","Yes"
"36","Lee-Bishop, Nikolas","500","133570192","500 FR SCY","15","4:34.41","4:34.41","2021 Futures (LCM)","2018 VA WAC Fall Classic","10/14/2018","NOVA of Virginia Aquatics, Inc","VA","","844","4","Yes"
"37","Cranfield, Conor","500","135278974","500 FR SCY","15","4:34.62","4:34.62","2021 Futures (LCM)","2018 FHSAA 1A Region 3","11/10/2018","Unattached","FL","","842","4","Yes"
"38","Whittington, Will","500","140523309","500 FR SCY","15","4:34.69","4:34.69","2021 Futures (LCM)","2019 NCSA Spring Championship","3/20/2019","St Croix Swim Club","MN","","841","4","Yes"
"39","Davis, Jake","500","134564002","500 FR SCY","15","4:35.27","4:35.27","2021 Futures (LCM)","2018 CA Kevin B Perry Senior  ","11/2/2018","Mission Viejo Nadadores","CA","","835","4","Yes"
"40","Boldt, Aidan","500","139745806","500 FR SCY","15","4:35.43","4:35.43","2021 Futures (LCM)","2019 MI OB MHSAA Boys D2 State","3/8/2019","Unattached","MI","","834","4","Yes"
"41","Logue, Justin","500","139937178","500 FR SCY","15","4:35.45","4:35.45","2021 Futures (LCM)","2019 Sectionals - Federal Way","3/16/2019","Mount Hood Aquatics","OR","","834","4","Yes"
"42","Hayes, Fletcher","500","140331928","500 FR SCY","15","4:35.46","4:35.46","2021 Futures (LCM)","2019 Sectionals - Paradise Valley","3/23/2019","Aces Swim Club","CO","","834","4","Yes"
"43","Blake, Harrison","500","140704014","500 FR SCY","15","4:35.51","4:35.51","2021 Futures (LCM)","2019 CA OB CIF-SS Division 3","5/1/2019","Unattached","CA","","833","4","Yes"
"44","Machado, Gabe","500","135918563","500 FR SCY","15","4:35.54","4:35.54","2021 Futures (LCM)","2018 Winter Junior Nats - West","12/6/2018","Boise YMCA Swim Team","SR","","833","4","Yes"
"45","Lund, Hunter","500","138113778","500 FR SCY","14","4:35.70","4:35.70","2021 Futures (LCM)","2019 GU UIL Region 4-6A Champs","2/1/2019","Unattached","GU","","884","4","Yes"
"46","Ballard, Jack","500","139934647","500 FR SCY","15","4:35.74","4:35.74","2021 Futures (LCM)","2019 Sectionals - Federal Way","3/16/2019","Fort Collins Area Swim Team","CO","","831","4","Yes"
"47","Forrest, Brendan","500","138950984","500 FR SCY","15","4:35.76","4:35.76","2021 Futures (LCM)","2019 ILOB IHSA Boys Swimming C","2/22/2019","Unattached","IL","","831","4","Yes"
"48","Distefano, Jude","500","140713029","500 FR SCY","15","4:35.77","4:35.77","2021 Futures (LCM)","2019 CA OB CIF-SS Division 1","5/2/2019","Unattached","CA","","831","4","Yes"
"49","Carlile, Jackson","500","137711968","500 FR SCY","15","4:35.84","4:35.84","2021 Futures (LCM)","2019 IN FAST Mudsock Classic","1/11/2019","Fishers Area Swimming Tigers","IN","","830","4","Yes"
"49","Schwantes, Cameron","500","135723232","500 FR SCY","15","4:35.84","4:35.84","2021 Futures (LCM)","2018 PN AP 70th Husky SCY Invitational","11/30/2018","Clovis Swim Club","CC","","830","4","Yes"
"51","Higdon, Stuart","500","139432273","500 FR SCY","15","4:35.88","4:35.88","2021 Futures (LCM)","2019 FL Swimming Spring Senior Champs","3/2/2019","Area Tallahassee Aquatic Club","FL","","829","4","Yes"
