"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Fallon, Matt","400","147097790","400 IM SCY","17","3:46.93","3:46.93","2022 Summer Nationals (LCM)","2019 Winter Junior Nats - East","12/13/2019","Somerset Valley YMCA","NJ","","964","22","Yes"
"2","Kabbara, Munzy","400","147099262","400 IM SCY","17","3:47.76","3:47.76","2021 Winter US Open (LCM)","2019 Winter Junior Nats - West","12/13/2019","Cypress Fairbanks Swim Club","GU","Yes","955","22","Yes"
"3","Custer, Liam","400","150861294","400 IM SCY","16","3:48.81","3:48.81","2021 Winter US Open (LCM)","2020 FL SYS Summer Social Distance","7/24/2020","Sarasota Sharks","FL","","955","22","Yes"
"4","Kopp, Tyler","400","147099312","400 IM SCY","17","3:48.85","3:48.85","2021 Winter US Open (LCM)","2019 Winter Junior Nats - West","12/13/2019","Katy Aquatic Team For Youth","GU","","944","22","Yes"
"5","Moore, Mikey","400","150697315","400 IM SCY","17","3:48.97","3:48.97","2021 Winter US Open (LCM)","2020 Sectional - Cary","3/6/2020","Marlins Of Raleigh","NC","","942","22","Yes"
"6","Affeld, Jonny","400","150455775","400 IM SCY","17","3:49.02","3:49.02","2021 Winter US Open (LCM)","2020 Sectionals - Carlsbard","2/29/2020","Alto Swim Club","PC","","942","22","Yes"
"7","Monahan, Conall","400","150697284","400 IM SCY","17","3:49.45","3:49.45","2021 Winter US Open (LCM)","2020 Sectional - Cary","3/6/2020","SwimMAC Carolina","NC","","937","22","Yes"
"8","Styczen, Matt","400","147269448","400 IM SCY","17","3:49.79","3:49.79","2021 Winter US Open (LCM)","2019 NE NSSC Dec Invite","12/13/2019","NYS Aquatics, Inc.","MR","","933","22","Yes"
"9","Rathle, Jacques","400","147099616","400 IM SCY","16","3:50.17","3:50.17","2021 Winter US Open (LCM)","2019 Winter Junior Nats - West","12/13/2019","Crawfish Aquatics","LA","","940","22","Yes"
"10","Lu, Tyler","400","147099395","400 IM SCY","16","3:50.26","3:50.26","2021 Winter US Open (LCM)","2019 Winter Junior Nats - West","12/13/2019","Seattle Metropolitan Aquatic Club","PN","","939","22","Yes"
"11","Jones, Jed Michael","400","147099250","400 IM SCY","17","3:50.41","3:50.41","2021 Winter US Open (LCM)","2019 Winter Junior Nats - West","12/13/2019","Metroplex Aquatics","NT","","927","22","Yes"
"12","Lierz, Harrison","400","147099367","400 IM SCY","17","3:50.76","3:50.76","2021 Winter US Open (LCM)","2019 Winter Junior Nats - West","12/13/2019","Elevation Athletics","CO","","923","22","Yes"
"13","Nelson, Baylor","400","150697441","400 IM SCY","16","3:51.40","3:51.40","2021 Winter US Open (LCM)","2020 Sectional - Cary","3/6/2020","SwimMAC Carolina","NC","","927","22","Yes"
"14","Norris, Lance","400","150882325","400 IM SCY","17","3:51.57","3:51.57","2021 Winter US Open (LCM)","2020 NC TAC TITANS Invitationa","8/8/2020","TAC Titans","NC","","914","22","Yes"
"15","Matheny, Josh","400","147098113","400 IM SCY","17","3:51.99","3:51.99","2022 Summer Juniors (LCM)","2019 Winter Junior Nats - East","12/13/2019","Team Pittsburgh Elite Aquatics","AM","","910","22","Yes"
"16","Seabaugh, Daniel","400","150291400","400 IM SCY","17","3:52.01","3:52.01","2022 Summer Juniors (LCM)","2020 SE Auburn Classic","2/28/2020","River City Aquatics","OZ","","910","22","Yes"
"17","Ribeiro, Vincent","400","147099634","400 IM SCY","17","3:52.14","3:52.14","2022 Summer Juniors (LCM)","2019 Winter Junior Nats - West","12/13/2019","Nitro Swimming","ST","Yes","908","22","Yes"
"18","Sergile, Sebastien","400","150660952","400 IM SCY","16","3:52.37","3:52.37","2022 Summer Juniors (LCM)","2020 GA Speedo Southern Premier","3/6/2020","SwimAtlanta","GA","","916","22","Yes"
"19","Borges, Nathan","400","147097569","400 IM SCY","17","3:52.40","3:52.40","2022 Summer Juniors (LCM)","2019 Winter Junior Nats - East","12/13/2019","Somerset Valley YMCA","NJ","","905","22","Yes"
"19","Harron, Quinn","400","150658660","400 IM SCY","17","3:52.40","3:52.40","2022 Summer Juniors (LCM)","2020 GA Speedo Southern Premier","3/6/2020","Dynamo Swim Club","GA","","905","22","Yes"
"21","Gallagher, Daniel","400","147097832","400 IM SCY","17","3:52.68","3:52.68","2022 Summer Juniors (LCM)","2019 Winter Junior Nats - East","12/13/2019","Dynamo Swim Club","GA","","902","22","Yes"
