="result_rank",="full_name",="distance",="time_id",="event_desc",="swimmer_age",="swim_time_formatted",="alt_adj_swim_time_formatted",="standard_name",="meet_name",="swim_date",="club_name",="lsc_id",="foreign_yesno",="hytek_power_points",="event_id",="sanction_status"
="1","Tan, Zachary",="400",="140334430",="400 IM SCY",="15",="3:48.84",="3:48.84",="2022 Summer Juniors (LCM)",="2019 Sectionals - Paradise Valley",="3/22/2019",="Phoenix Swim Club",="AZ",="Yes",="1004",="22",="Yes"
="2","Zinn, Tona",="400",="139396481",="400 IM SCY",="14",="3:52.08",="3:52.08",="2022 Summer Juniors (LCM)",="2019 Sectionals - Carlsbad",="3/2/2019",="SOCAL Aquatics Association",="CA",="",="1023",="22",="Yes"
="3","Zuchowski, Josh",="400",="140117913",="400 IM SCY",="14",="3:53.06",="3:53.06",="2021 Winter US Open (LCM)",="2019 FL Spring Florida International",="3/22/2019",="Flood Aquatics Swim Team",="FG",="",="1012",="22",="Yes"
="4","Lu, Tyler",="400",="136982981",="400 IM SCY",="15",="3:56.23",="3:56.23",="2021 Winter Juniors (SCY)",="2018 PN Washington State Senior SC Champs",="12/14/2018",="Seattle Metropolitan Aquatic Club",="PN",="",="925",="22",="Yes"
="5","Luarde, Cameron",="400",="135855047",="400 IM SCY",="15",="3:56.84",="3:56.84",="2021 Winter Juniors (SCY)",="2018 KY Cardinal Christmas Classi",="11/30/2018",="Summit City Aquatics",="IN",="",="919",="22",="Yes"
="6","Cooper, Michael",="400",="140516568",="400 IM SCY",="15",="3:56.89",="3:56.89",="2021 Winter Juniors (SCY)",="2019 NCSA Spring Championship",="3/21/2019",="OLY Swimming",="MI",="",="918",="22",="Yes"
="7","Haughey, Braeden",="400",="139656541",="400 IM SCY",="15",="3:57.02",="3:57.02",="2021 Winter Juniors (SCY)",="2019 Sectionals - Raleigh ",="3/8/2019",="TAC Titans",="NC",="",="917",="22",="Yes"
="8","Norris, Lance",="400",="140353579",="400 IM SCY",="15",="3:57.11",="3:57.11",="2021 Winter Juniors (SCY)",="2019 NC AP YMCA SCY  Nationals",="4/3/2019",="Rocky Mount Family YMCA",="NC",="",="916",="22",="Yes"
="9","Macy, Parker",="400",="135966570",="400 IM SCY",="15",="3:57.62",="3:57.62",="2021 Winter Juniors (SCY)",="2018 Winter Junior Nats - West",="12/7/2018",="Mission Viejo Nadadores",="CA",="",="911",="22",="Yes"
="10","House, Tom",="400",="135951581",="400 IM SCY",="15",="3:57.72",="3:57.72",="2021 Winter Juniors (SCY)",="2018 Winter Junior Nats - East",="12/7/2018",="Dayton Raiders",="OH",="",="910",="22",="Yes"
="11","Anderson, Jack",="400",="139546655",="400 IM SCY",="15",="3:57.81",="3:57.81",="2021 Winter Juniors (SCY)",="2019 SE Speedo Southern Premier",="3/1/2019",="Lakeside Swim Team",="KY",="",="909",="22",="Yes"
="12","Iida, Scooter",="400",="135161032",="400 IM SCY",="15",="3:57.97",="3:57.97",="2021 Winter Juniors (SCY)",="2018 ILOP HPAC Fall Extravagan",="11/16/2018",="Unattached",="IL",="",="907",="22",="Yes"
="13","Gentry, Landon",="400",="136135139",="400 IM SCY",="14",="3:58.00",="3:58.00",="2021 Winter Juniors (SCY)",="2018 PV NCAP Invitational",="12/7/2018",="Nation's Capital Swim Club",="PV",="",="960",="22",="Yes"
="14","Varvel, Hayes",="400",="136217101",="400 IM SCY",="15",="3:58.23",="3:58.23",="2021 Winter Juniors (SCY)",="2018 KY LAK Ohio River Challenge",="12/7/2018",="Paducah Swim Team",="KY",="",="904",="22",="Yes"
="15","Chung, Matthew",="400",="135965340",="400 IM SCY",="15",="3:58.26",="3:58.26",="2021 Winter Juniors (SCY)",="2018 Winter Junior Nats - West",="12/7/2018",="Santa Clara Swim Club",="PC",="",="904",="22",="Yes"
="16","Hong, Tyler",="400",="135951569",="400 IM SCY",="15",="3:58.59",="3:58.59",="2021 Winter Juniors (SCY)",="2018 Winter Junior Nats - East",="12/7/2018",="Great Lakes Sailfish Swimming",="LE",="",="901",="22",="Yes"
="17","Hunt, Connor",="400",="135951590",="400 IM SCY",="15",="3:58.65",="3:58.65",="2021 Winter Juniors (SCY)",="2018 Winter Junior Nats - East",="12/7/2018",="Ridgefield Aquatic Club",="CT",="",="900",="22",="Yes"
="18","Ringenbach, Bode",="400",="140135325",="400 IM SCY",="15",="3:58.78",="3:58.78",="2021 Winter Juniors (SCY)",="2019 NC CAT/TAC Tar Heel States Meet",="3/22/2019",="Marlins Of Raleigh",="NC",="",="899",="22",="Yes"
="19","Dyke, Thor",="400",="139656182",="400 IM SCY",="15",="3:58.80",="3:58.80",="2021 Winter Juniors (SCY)",="2019 Sectionals - Raleigh ",="3/8/2019",="TAC Titans",="NC",="",="898",="22",="Yes"
="20","Nelson, Baylor",="400",="139550742",="400 IM SCY",="15",="3:58.83",="3:58.83",="2021 Winter Juniors (SCY)",="2019 SE Speedo Southern Premier",="3/1/2019",="SwimMAC Carolina",="NC",="",="898",="22",="Yes"
="21","Hamilton, Jack",="400",="135951497",="400 IM SCY",="15",="3:58.90",="3:58.90",="2021 Winter Juniors (SCY)",="2018 Winter Junior Nats - East",="12/7/2018",="Atlantis Swimming",="MI",="",="897",="22",="Yes"
="22","Godard, Lance",="400",="135965840",="400 IM SCY",="15",="3:59.25",="3:59.25",="""AAAA""",="2018 Winter Junior Nats - West",="12/7/2018",="Empire KC Swim Club",="MV",="",="894",="22",="Yes"
="23","Bretzmann, Peter",="400",="135951188",="400 IM SCY",="15",="3:59.75",="3:59.75",="""AAAA""",="2018 Winter Junior Nats - East",="12/7/2018",="North Carolina Aquatic Club",="NC",="",="889",="22",="Yes"
="24","Whang, Justin",="400",="140341039",="400 IM SCY",="15",="4:00.01",="4:00.01",="""AAAA""",="2019 Sectionals - Ithaca",="3/30/2019",="Long Island Express",="MR",="",="886",="22",="Yes"
="25","Luo, Jaden",="400",="136923299",="400 IM SCY",="15",="4:00.02",="4:00.02",="""AAAA""",="2019 ST TXLA New Year's Classic",="1/11/2019",="Austin Swim Club",="ST",="",="886",="22",="Yes"
="26","Huang, Roderick",="400",="138230210",="400 IM SCY",="15",="4:00.18",="4:00.18",="""AAAA""",="2019 SN DART Superleague Meet ",="2/9/2019",="Santa Clara Swim Club",="PC",="",="884",="22",="Yes"
="27","Custer, Liam",="400",="140350804",="400 IM SCY",="14",="4:00.22",="4:00.22",="2021 Futures (LCM)",="2019 NC AP YMCA SCY  Nationals",="4/3/2019",="Sarasota Sharks",="FL",="",="937",="22",="Yes"
="28","Oliver, Cade",="400",="135951919",="400 IM SCY",="15",="4:00.40",="4:00.40",="""AAAA""",="2018 Winter Junior Nats - East",="12/7/2018",="Franklin Regional Swim Team",="IN",="",="882",="22",="Yes"
="29","Rathle, Jacques",="400",="139587080",="400 IM SCY",="15",="4:00.43",="4:00.43",="""AAAA""",="2019 Sectionals - College Station",="3/2/2019",="Crawfish Aquatics",="LA",="",="881",="22",="Yes"
="30","Aurnou-Rhees, Spencer",="400",="139746239",="400 IM SCY",="14",="4:00.46",="4:00.46",="2021 Futures (LCM)",="2019 OH OSSC SC JO Championshi",="3/8/2019",="Ohio State Swim Club",="OH",="",="935",="22",="Yes"
="31","Machado, Gabe",="400",="135966566",="400 IM SCY",="15",="4:00.55",="4:00.55",="""AAAA""",="2018 Winter Junior Nats - West",="12/7/2018",="Boise YMCA Swim Team",="SR",="",="880",="22",="Yes"
="32","Ngan, Owen",="400",="137260608",="400 IM SCY",="15",="4:00.69",="4:00.69",="""AAAA""",="2019 PN AP 43rd Annual Washington Open",="1/19/2019",="Mount Hood Aquatics",="OR",="",="879",="22",="Yes"
="33","Bried, Tommy",="400",="136057444",="400 IM SCY",="15",="4:00.88",="4:00.88",="""AAAA""",="2018 GA Senior Short Course St",="12/7/2018",="ACE Aquatic Club",="GA",="",="877",="22",="Yes"
="34","Nosack, Diego",="400",="140124528",="400 IM SCY",="14",="4:00.98",="4:00.98",="2021 Futures (LCM)",="2019 PN NW Region SC Age Group Championships",="3/22/2019",="Tualatin Hills Swim Club",="OR",="",="929",="22",="Yes"
="35","Menchhofer, Erik",="400",="139653767",="400 IM SCY",="15",="4:01.00",="4:01.00",="""AAAA""",="2019 OH AP SWOYSL AA Champs",="3/8/2019",="Blue Ash YMCA Swim Team",="OH",="",="876",="22",="Yes"
="36","Blusiewicz, Andrew",="400",="140515801",="400 IM SCY",="15",="4:01.01",="4:01.01",="""AAAA""",="2019 NCSA Spring Championship",="3/21/2019",="Nation's Capital Swim Club",="PV",="",="875",="22",="Yes"
