"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Nelson, Baylor","400","153490468","400 IM SCY","17","3:45.67","3:45.67","2022 Summer Nationals (LCM)","2021 NC TAC ESSZ SC Sectional","3/4/2021","SwimMAC Carolina","NC","","978","22","Yes"
"2","Rathle, Jacques","400","153941442","400 IM SCY","17","3:45.90","3:45.90","2022 Summer Nationals (LCM)","2021 LA Short Course State Cha","3/25/2021","Crawfish Aquatics","LA","","976","22","Yes"
"3","Norris, Lance","400","153490499","400 IM SCY","17","3:47.23","3:47.23","2021 Winter US Open (LCM)","2021 NC TAC ESSZ SC Sectional","3/4/2021","TAC Titans","NC","","961","22","Yes"
"4","Hoover, Sam","400","151818462","400 IM SCY","17","3:47.56","3:47.56","2021 Winter US Open (LCM)","2020 NC NCS Winter 18U Champs","12/4/2020","North Carolina Aquatic Club","NC","","958","22","Yes"
"5","Cooper, Michael","400","153844012","400 IM SCY","17","3:48.07","3:48.07","2021 Winter US Open (LCM)","2021 FL NCSA Spring Swimming Championships","3/18/2021","OLY Swimming","MI","","952","22","Yes"
"6","Linscheer, Giovanni","400","153845352","400 IM SCY","16","3:48.08","3:48.08","2021 Winter US Open (LCM)","2021 FL NCSA Spring Swimming Championships","3/18/2021","COR Swimming","NT","","962","22","Yes"
"7","Custer, Liam","400","153783812","400 IM SCY","16","3:48.41","3:48.41","2021 Winter US Open (LCM)","2021 FL Swimming Spring Sr Champs-South","3/12/2021","Sarasota Sharks","FL","","959","22","Yes"
"8","Zuchowski, Josh","400","151789691","400 IM SCY","16","3:48.49","3:48.49","2021 Winter US Open (LCM)","2020 FG Florida Virtual Champs Site 2","12/4/2020","Flood Aquatics Swim Team","FG","","958","22","Yes"
"9","Bonilla, Roberto","400","153596147","400 IM SCY","16","3:48.83","3:48.83","2021 Winter US Open (LCM)","2021-NT Speedo Lone Star Invitational","3/5/2021","The Woodlands Swim Team","GU","Yes","954","22","Yes"
"10","Anderson, Jack","400","153488319","400 IM SCY","17","3:49.03","3:49.03","2021 Winter US Open (LCM)","2021 NC TAC ESSZ SC Sectional","3/4/2021","Lakeside Swim Team","KY","","942","22","Yes"
