="result_rank",="full_name",="distance",="time_id",="event_desc",="swimmer_age",="swim_time_formatted",="alt_adj_swim_time_formatted",="standard_name",="meet_name",="swim_date",="club_name",="lsc_id",="foreign_yesno",="hytek_power_points",="event_id",="sanction_status"
="1","Ellis, Luke",="1000",="159789797",="1000 FR SCY",="15",="9:12.76",="9:12.76",="2022 Summer Juniors (LCM)",="2021 CA Dec CA NV Speedo Sectionals",="12/19/2021",="Sandpipers Of Nevada",="CA",="",="938",="5",="Yes"
="2","Green, Sean",="1000",="159510897",="1000 FR SCY",="14",="9:15.56",="9:15.56",="2021 Winter Juniors (SCY)",="2021 PV NCAP Invitational",="12/12/2021",="Long Island Aquatic Club",="MR",="",="980",="5",="Yes"
="3","Lee, Eric",="1000",="157928225",="1000 FR SCY",="15",="9:18.38",="9:18.38",="2021 Winter Juniors (SCY)",="2021 NJ SCAR Scarlet Haunted Halloween",="10/24/2021",="Scarlet Aquatics",="NJ",="",="910",="5",="Yes"
="4","Pins, Jacob",="1000",="159411393",="1000 FR SCY",="15",="9:19.07",="9:19.07",="2021 Winter Juniors (SCY)",="2021 West Speedo Winter Junior",="12/8/2021",="Des Moines Swimming Federation",="IA",="",="907",="5",="Yes"
="5","Boatright, Conner",="1000",="159892881",="1000 FR SCY",="15",="9:19.35",="9:19.35",="2021 Winter Juniors (SCY)",="2021-NT  King Marlin Pro-Am Class",="12/16/2021",="Razorback Aquatic Club Aquahawgs",="AR",="",="906",="5",="Yes"
="6","Lee, Isaac",="1000",="157284552",="1000 FR SCY",="15",="9:20.67",="9:20.67",="2021 Winter Juniors (SCY)",="2021 SE October Open",="10/9/2021",="Manchester Makos Swim Team",="SE",="",="899",="5",="Yes"
="7","Marsteiner, Matthew",="1000",="159412053",="1000 FR SCY",="15",="9:22.12",="9:22.12",="2021 Winter Juniors (SCY)",="2021 East Speedo Winter Junior",="12/8/2021",="New Wave Swim Team",="NC",="",="892",="5",="Yes"
="8","Whitlock, Luke",="1000",="157703100",="1000 FR SCY",="15",="9:22.34",="9:22.34",="2021 Winter Juniors (SCY)",="2021 IN FAST Monster Splash Cl",="10/8/2021",="Fishers Area Swimming Tigers",="IN",="",="891",="5",="Yes"
="9","Poplawski, Richard",="1000",="157928726",="1000 FR SCY",="15",="9:25.83",="9:25.83",="2021 Futures (LCM)",="2021 NJ SCAR Scarlet Haunted Halloween",="10/24/2021",="Scarlet Aquatics",="NJ",="",="874",="5",="Yes"
="10","Rohr, Bryce",="1000",="159513627",="1000 FR SCY",="15",="9:26.16",="9:26.16",="2021 Futures (LCM)",="2021 PV NCAP Invitational",="12/12/2021",="Nation's Capital Swim Club",="PV",="",="873",="5",="Yes"
="11","Parent, Alex",="1000",="159813740",="1000 FR SCY",="14",="9:26.35",="9:26.35",="2021 Futures (LCM)",="2021 NE BGSC SCY ",="12/16/2021",="Bluefish Swim Club",="NE",="",="927",="5",="Yes"
="12","Caples, Devyn",="1000",="159789355",="1000 FR SCY",="15",="9:28.11",="9:28.11",="2021 Futures (LCM)",="2021 CA Dec CA NV Speedo Sectionals",="12/19/2021",="Pleasanton Seahawks",="PC",="",="863",="5",="Yes"
="13","Wenger, Sebastien",="1000",="158497518",="1000 FR SCY",="15",="9:28.31",="9:28.31",="2021 Futures (LCM)",="2021  CA Kevin B Perry Senior",="11/4/2021",="Rancho San Dieguito",="SI",="",="862",="5",="Yes"
="14","Kiss, Adam",="1000",="159578637",="1000 FR SCY",="15",="9:29.65",="9:29.65",="2021 Futures (LCM)",="2021 MA KA-LAC-ARENA Holiday C",="12/12/2021",="Unattached",="NJ",="",="856",="5",="Yes"
="15","Shaaban, Alan",="1000",="159791538",="1000 FR SCY",="15",="9:29.72",="9:29.72",="2021 Futures (LCM)",="2021 CA Dec CA NV Speedo Sectionals",="12/19/2021",="Team Santa Monica",="CA",="",="856",="5",="Yes"
="16","Marsteiner, Sam",="1000",="159412054",="1000 FR SCY",="14",="9:30.47",="9:30.47",="2021 Futures (LCM)",="2021 East Speedo Winter Junior",="12/8/2021",="New Wave Swim Team",="NC",="",="907",="5",="Yes"
="17","Tower, Zach",="1000",="159791769",="1000 FR SCY",="14",="9:31.83",="9:31.83",="2021 Futures (LCM)",="2021 CA Dec CA NV Speedo Sectionals",="12/19/2021",="Team Santa Monica",="CA",="",="901",="5",="Yes"
="18","Heffner, Kyler",="1000",="159069637",="1000 FR SCY",="15",="9:31.90",="9:31.90",="2021 Futures (LCM)",="2021 GA Sr. Short Course State Champs",="12/5/2021",="SwimAtlanta",="GA",="",="845",="5",="Yes"
="19","Billotte, Zachary",="1000",="158493297",="1000 FR SCY",="15",="9:32.23",="9:32.23",="2021 Futures (LCM)",="2021  CA Kevin B Perry Senior",="11/4/2021",="Mission Viejo Nadadores",="CA",="",="844",="5",="Yes"
="20","Elkassem, Samir",="1000",="158421378",="1000 FR SCY",="15",="9:32.63",="9:32.63",="2021 Futures (LCM)",="2021 PV RMSC Distance Meet",="11/14/2021",="Rockville Montgomery Swim Club",="PV",="",="842",="5",="Yes"
="21","Cratsenberg, Miles",="1000",="159880542",="1000 FR SCY",="15",="9:32.68",="9:32.68",="2021 Futures (LCM)",="2021 PN 15&O Winter SC Champio",="12/16/2021",="Bellingham Bay Swim Team",="PN",="",="842",="5",="Yes"
="22","Prizler, Tristan",="1000",="157677296",="1000 FR SCY",="15",="9:33.29",="9:33.29",="2021 Futures (LCM)",="2021 KY LAK SwimVille_USA Jack Thompson",="10/15/2021",="Dayton Raiders",="OH",="",="839",="5",="Yes"
="23","Slater, Landon",="1000",="159071562",="1000 FR SCY",="15",="9:33.34",="9:33.34",="2021 Futures (LCM)",="2021 GA Sr. Short Course State Champs",="12/5/2021",="SwimAtlanta",="GA",="",="839",="5",="Yes"
="24","Schwartz, Alex",="1000",="159895638",="1000 FR SCY",="15",="9:33.58",="9:33.58",="2021 Futures (LCM)",="2021-NT  King Marlin Pro-Am Class",="12/16/2021",="Olympus Aquatics",="UT",="",="837",="5",="Yes"
="25","Qin, Alston",="1000",="157388587",="1000 FR SCY",="15",="9:33.66",="9:33.66",="2021 Futures (LCM)",="2021 FL BSS October Meet",="10/10/2021",="Bolles School Sharks",="FL",="",="837",="5",="Yes"
="26","McCarthy, Michael",="1000",="159928919",="1000 FR SCY",="14",="9:34.46",="9:34.46",="""AAAA""",="2021 AM 59TH CHRISTMAS MEET",="12/16/2021",="Greater Philadelphia Aquatic Club",="MA",="",="888",="5",="Yes"
="27","Scheiber, Jackson",="1000",="159412055",="1000 FR SCY",="15",="9:34.54",="9:34.54",="""AAAA""",="2021 East Speedo Winter Junior",="12/8/2021",="New Wave Swim Team",="NC",="",="833",="5",="Yes"
="28","Carlsen, Max",="1000",="159789371",="1000 FR SCY",="14",="9:35.17",="9:35.17",="""AAAA""",="2021 CA Dec CA NV Speedo Sectionals",="12/19/2021",="Las Vegas Swim Club",="CA",="",="885",="5",="Yes"
="29","Corey, Luke",="1000",="157487456",="1000 FR SCY",="15",="9:35.26",="9:35.26",="""AAAA""",="2021 Bill Schmidt Invitational",="10/11/2021",="Naval Academy Aquatic Club",="MD",="",="830",="5",="Yes"
="30","Kelley, Luke",="1000",="158044693",="1000 FR SCY",="15",="9:35.42",="9:35.42",="""AAAA""",="2021 IA IFLY Midwest Challenge",="11/7/2021",="Linn-Mar Swim Team",="IA",="",="829",="5",="Yes"
="31","Franz, Charlie",="1000",="159789925",="1000 FR SCY",="15",="9:35.76",="9:35.76",="""AAAA""",="2021 CA Dec CA NV Speedo Sectionals",="12/19/2021",="Sierra Marlins Swim Team",="SN",="",="827",="5",="Yes"
="32","Nye, Owen",="1000",="159158755",="1000 FR SCY",="15",="9:36.15",="9:36.15",="""AAAA""",="2021 NC YOTA Arena Capital Classic",="12/2/2021",="Greensboro Community YMCA",="NC",="",="825",="5",="Yes"
="33","Rousseau, Julien",="1000",="158496566",="1000 FR SCY",="14",="9:36.36",="9:36.36",="""AAAA""",="2021  CA Kevin B Perry Senior",="11/4/2021",="Pacific Swim",="SI",="",="879",="5",="Yes"
="33","Szobota, Nathan",="1000",="158007014",="1000 FR SCY",="14",="9:36.36",="9:36.36",="""AAAA""",="2021 VA Mid-Atlantic AG Championship",="11/5/2021","NOVA of Virginia Aquatics, Inc",="VA",="",="879",="5",="Yes"
="35","Xue, Jiarui",="1000",="158786813",="1000 FR SCY",="14",="9:36.43",="9:36.43",="""AAAA""",="2021 MN RSC Senior Showdown",="11/19/2021",="Aquajets Swim Team",="MN",="",="879",="5",="Yes"
="36","Mayr, Charlie",="1000",="159512539",="1000 FR SCY",="15",="9:36.79",="9:36.79",="""AAAA""",="2021 PV NCAP Invitational",="12/12/2021","NOVA of Virginia Aquatics, Inc",="VA",="",="822",="5",="Yes"
="37","Turner, Ryan",="1000",="159680154",="1000 FR SCY",="15",="9:37.62",="9:37.62",="""AAAA""",="2021 FL RAFC Winter Classic",="12/5/2021",="Highlander Aquatic Club",="FL",="",="818",="5",="Yes"
="38","Sheeran, Liam",="1000",="159701288",="1000 FR SCY",="15",="9:37.64",="9:37.64",="""AAAA""",="2021 PV RMSC Holiday Invitational",="12/12/2021",="Rockville Montgomery Swim Club",="PV",="",="818",="5",="Yes"
="39","Parent, Zach",="1000",="159813763",="1000 FR SCY",="14",="9:37.67",="9:37.67",="""AAAA""",="2021 NE BGSC SCY ",="12/16/2021",="Bluefish Swim Club",="NE",="",="873",="5",="Yes"
