"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Sandidge, Levi","1650","146748157","1650 FR SCY","15","15:12.67","15:12.67","2021 Winter US Open (LCM)","2019 NT COR CLASSIC INVITATION","12/8/2019","City of Richardson Swim Team","NT","","952","6","Yes"
"2","Lucas, Cooper","1650","147102210","1650 FR SCY","14","15:19.78","15:19.78","2021 Winter US Open (LCM)","2019 Winter Junior Nats - West","12/14/2019","Lakeside Aquatic Club","NT","","984","6","Yes"
"3","Parent, Josh","1650","147502235","1650 FR SCY","15","15:20.71","15:20.71","2021 Winter US Open (LCM)","2019 NE BGSC SCY NE Senior Meet","12/22/2019","Bluefish Swim Club","NE","","931","6","Yes"
"4","Haughey, Braeden","1650","147375794","1650 FR SCY","15","15:21.12","15:21.12","2021 Winter US Open (LCM)","2019 NC TAC TITANS Blizzard Blitz","12/15/2019","TAC Titans","NC","","930","6","Yes"
"5","Jones, Keaton","1650","149450275","1650 FR SCY","15","15:22.83","15:22.83","2021 Winter US Open (LCM)","2020 AZ NEP Phil Levine Invitational","1/31/2020","Swim Neptune","AZ","","925","6","Yes"
"6","Barrieault, Brice","1650","148063177","1650 FR SCY","15","15:24.38","15:24.38","2021 Winter US Open (LCM)","2019  King Marlin Pro-Am Class","12/22/2019","Sandpipers Of Nevada","CA","","921","6","Yes"
"7","Dinunzio, Bobby","1650","150666580","1650 FR SCY","15","15:25.16","15:25.16","2021 Winter US Open (LCM)","2020 VA VSI SC Senior Champs","3/5/2020","Tide Swimming","VA","","919","6","Yes"
"8","Castrillon, Juancarlos","1650","147469393","1650 FR SCY","15","15:25.81","15:25.81","2021 Winter US Open (LCM)","2019 PV NCAP Invitational","12/12/2019","Long Island Aquatic Club","MR","","918","6","Yes"
"9","Reynolds, Parker","1650","145973262","1650 FR SCY","15","15:30.49","15:30.49","2022 Summer Juniors (LCM)","2019 CA SRS Championships","11/17/2019","Santa Maria Swim Club","CA","","906","6","Yes"
"10","Santos, Sean","1650","147480768","1650 FR SCY","15","15:33.11","15:33.11","2022 Summer Juniors (LCM)","2019 PV RMSC Holiday Invitational","12/12/2019","Rockville Montgomery Swim Club","PV","","899","6","Yes"
"11","Jones, Tanner","1650","150354523","1650 FR SCY","15","15:34.40","15:34.40","2021 Winter Juniors (SCY)","2019 AM 58th Annual Christmas Invite","12/15/2019","Greater Philadelphia Aquatic Club","MA","","896","6","Yes"
"12","Jordan, Drew","1650","146656627","1650 FR SCY","15","15:36.24","15:36.24","2021 Winter Juniors (SCY)","2019 SE Auburn Aquatics Invita","12/8/2019","City of Mobile Swim Association","SE","","891","6","Yes"
"13","Linscheer, Giovanni","1650","146746838","1650 FR SCY","15","15:36.43","15:36.43","2021 Winter Juniors (SCY)","2019 NT COR CLASSIC INVITATION","12/8/2019","City of Richardson Swim Team","NT","","890","6","Yes"
"14","Kao, Skyler","1650","150457454","1650 FR SCY","15","15:40.49","15:40.49","2021 Winter Juniors (SCY)","2020 Sectionals - Carlsbard","2/27/2020","FAST Swim Team","CA","","880","6","Yes"
"15","Ponsler, Kyle","1650","145825136","1650 FR SCY","15","15:41.41","15:41.41","2021 Winter Juniors (SCY)","2019 IN CON Skypoint Transit Invitational","11/8/2019","Fishers Area Swimming Tigers","IN","","878","6","Yes"
