="result_rank",="full_name",="distance",="time_id",="event_desc",="swimmer_age",="swim_time_formatted",="alt_adj_swim_time_formatted",="standard_name",="meet_name",="swim_date",="club_name",="lsc_id",="foreign_yesno",="hytek_power_points",="event_id",="sanction_status"
="1","Gentry, Landon",="200",="147470698",="200 FL SCY",="15",="1:46.06",="1:46.06",="2021 Winter US Open (LCM)",="2019 PV NCAP Invitational",="12/14/2019",="Nation's Capital Swim Club",="PV",="",="990",="19",="Yes"
="2","Lucas, Cooper",="200",="150783916",="200 FL SCY",="14",="1:47.34",="1:47.34",="2021 Winter US Open (LCM)",="2020 NT Short Course TAGS Champs",="3/7/2020",="Lakeside Aquatic Club",="NT",="",="1023",="19",="Yes"
="3","Zinn, Tona",="200",="147102664",="200 FL SCY",="15",="1:47.61",="1:47.61",="2022 Summer Juniors (LCM)",="2019 Winter Junior Nats - West",="12/14/2019",="SOCAL Aquatics Association",="CA",="",="957",="19",="Yes"
="4","Him, Landon",="200",="147501489",="200 FL SCY",="15",="1:48.37",="1:48.37",="2021 Winter Juniors (SCY)",="2019 NE BGSC SCY NE Senior Meet",="12/20/2019",="Bluefish Swim Club",="NE",="",="940",="19",="Yes"
="5","Parent, Josh",="200",="147502228",="200 FL SCY",="15",="1:48.43",="1:48.43",="2021 Winter Juniors (SCY)",="2019 NE BGSC SCY NE Senior Meet",="12/20/2019",="Bluefish Swim Club",="NE",="",="939",="19",="Yes"
="6","Maketa, Jack",="200",="146936335",="200 FL SCY",="15",="1:48.57",="1:48.57",="2021 Winter Juniors (SCY)",="2019 IN NCSA Winter invite",="12/8/2019",="Germantown Academy Aquatic  Club",="MA",="",="936",="19",="Yes"
="7","Branon, Ryan",="200",="147318393",="200 FL SCY",="15",="1:48.78",="1:48.78",="2021 Winter Juniors (SCY)",="2019 MD NBAC 46th Annual Christmas",="12/15/2019",="North Baltimore Aquatic Club",="MD",="",="932",="19",="Yes"
="8","Filipovic, Alec",="200",="146320685",="200 FL SCY",="15",="1:48.88",="1:48.88",="2021 Winter Juniors (SCY)",="2019 WI LAKE Fall Western Grea",="11/22/2019",="St Charles Swim Team",="IL",="",="930",="19",="Yes"
="9","Sergile, Sebastien",="200",="147100608",="200 FL SCY",="15",="1:49.15",="1:49.15",="2021 Winter Juniors (SCY)",="2019 Winter Junior Nats - East",="12/14/2019",="SwimAtlanta",="GA",="",="924",="19",="Yes"
="10","Thomas, Lucas",="200",="150813285",="200 FL SCY",="15",="1:49.26",="1:49.26",="2021 Winter Juniors (SCY)",="2020 CSC Winter Invitational",="1/18/2020",="Lakeside Swim Team",="KY",="",="922",="19",="Yes"
="11","Nosack, Diego",="200",="147102325",="200 FL SCY",="15",="1:49.63",="1:49.63",="2021 Winter Juniors (SCY)",="2019 Winter Junior Nats - West",="12/14/2019",="Tualatin Hills Swim Club",="OR",="",="914",="19",="Yes"
="12","Carsten, Ian",="200",="150456219",="200 FL SCY",="15",="1:49.79",="1:49.79",="2021 Winter Juniors (SCY)",="2020 Sectionals - Carlsbard",="2/29/2020",="Bay Club Aquatics",="SI",="",="910",="19",="Yes"
="13","Hochwalt, Michael",="200",="150906625",="200 FL SCY",="14",="1:49.93",="1:49.93",="2021 Winter Juniors (SCY)",="2020 IE SWAT Challenge",="8/20/2020",="Spokane Waves Aquatic Team",="IE",="",="968",="19",="Yes"
="14","Merani, Ryan",="200",="150021120",="200 FL SCY",="15",="1:50.05",="1:50.05",="2021 Winter Juniors (SCY)",="2020 MD LSC Senior Championshi",="2/22/2020",="North Baltimore Aquatic Club",="MD",="",="905",="19",="Yes"
="15","Watkins, Owen",="200",="147102592",="200 FL SCY",="15",="1:50.22",="1:50.22",="2021 Winter Juniors (SCY)",="2019 Winter Junior Nats - West",="12/14/2019",="Fort Collins Area Swim Team",="CO",="",="901",="19",="Yes"
="16","McDonald, Owen",="200",="150659955",="200 FL SCY",="15",="1:50.69",="1:50.69",="2021 Winter Juniors (SCY)",="2020 GA Speedo Southern Premier",="3/7/2020",="Dynamo Swim Club",="GA",="",="891",="19",="Yes"
="17","Bellotti, Hayden",="200",="150545594",="200 FL SCY",="15",="1:50.88",="1:50.88",="""AAAA""",="2020 GU AGS Speedo Sectionals ",="2/28/2020","First Colony Swim Team, Inc.",="GU",="",="887",="19",="Yes"
="18","Edge, Dillon",="200",="146271781",="200 FL SCY",="15",="1:51.01",="1:51.01",="""AAAA""",="2019 OH MAKO Tim Myers Senior",="11/23/2019",="Dayton Raiders",="OH",="",="885",="19",="Yes"
="18","Hulbert, Gage",="200",="147078097",="200 FL SCY",="15",="1:51.01",="1:51.01",="""AAAA""",="2019 FL GSC Holiday Classic",="12/8/2019",="Mandarin Aquatic Club",="FL",="",="885",="19",="Yes"
="20","Custer, Liam",="200",="147045384",="200 FL SCY",="15",="1:51.09",="1:51.09",="""AAAA""",="2019 FL YCF Winter Classic",="12/8/2019",="Sarasota Sharks",="FL",="",="883",="19",="Yes"
="21","Ledford, Mitchell",="200",="147100424",="200 FL SCY",="15",="1:51.13",="1:51.13",="""AAAA""",="2019 Winter Junior Nats - East",="12/14/2019",="Treasure Coast Swimming Conquistadores",="FL",="",="882",="19",="Yes"
="22","Brown, Tais",="200",="147100147",="200 FL SCY",="15",="1:51.33",="1:51.33",="""AAAA""",="2019 Winter Junior Nats - East",="12/14/2019",="Atomic City Aquatic Club",="SE",="",="878",="19",="Yes"
="23","Jones, Keaton",="200",="149450278",="200 FL SCY",="15",="1:51.37",="1:51.37",="""AAAA""",="2020 AZ NEP Phil Levine Invitational",="2/1/2020",="Swim Neptune",="AZ",="",="877",="19",="Yes"
="24","Mullen, Michael",="200",="147473406",="200 FL SCY",="14",="1:51.39",="1:51.39",="2021 Futures (LCM)",="2019 PV NCAP Invitational",="12/14/2019",="Nation's Capital Swim Club",="PV",="",="938",="19",="Yes"
="25","Diehl, Daniel",="200",="150715731",="200 FL SCY",="14",="1:51.41",="1:51.41",="2021 Futures (LCM)",="2020 MD LSC 14 & U CHAMPIONSHI",="3/8/2020",="Unattached",="MD",="",="937",="19",="Yes"
="25","Najera, Humberto",="200",="150548674",="200 FL SCY",="14",="1:51.41",="1:51.41",="2021 Futures (LCM)",="2020 GU AGS Speedo Sectionals ",="2/28/2020",="Mission Viejo Nadadores",="CA",="",="937",="19",="Yes"
="27","Barrieault, Brice",="200",="148063179",="200 FL SCY",="15",="1:51.48",="1:51.48",="""AAAA""",="2019  King Marlin Pro-Am Class",="12/22/2019",="Sandpipers Of Nevada",="CA",="",="875",="19",="Yes"
="28","Dinunzio, Bobby",="200",="150666585",="200 FL SCY",="15",="1:51.50",="1:51.50",="""AAAA""",="2020 VA VSI SC Senior Champs",="3/7/2020",="Tide Swimming",="VA",="",="874",="19",="Yes"
="29","Raffel, Colby",="200",="147539111",="200 FL SCY",="15",="1:51.51",="1:51.51",="""AAAA""",="2019 AZ PSC Candy Cane Classic",="12/15/2019",="Phoenix Swim Club",="AZ",="",="874",="19",="Yes"
="30","Kurniawan, Ben",="200",="146941190",="200 FL SCY",="15",="1:51.57",="1:51.57",="""AAAA""",="2019 MI CW Speedo Midwest Chall",="12/7/2019",="Club Wolverine",="MI",="",="873",="19",="Yes"
="31","Naughton, Haakon",="200",="150638398",="200 FL SCY",="15",="1:51.72",="1:51.72",="""AAAA""",="2020 MN NSAC MN SCY Senior State",="3/7/2020",="Riptide",="MN",="",="870",="19",="Yes"
="32","Huang, Andrew",="200",="147918498",="200 FL SCY",="15",="1:51.77",="1:51.77",="""AAAA""",="2019 OR Tualatin Hills Holiday Classic",="12/7/2019",="Lake Oswego Swim Club",="OR",="",="869",="19",="Yes"
="32","Reynolds, Ryan",="200",="147048359",="200 FL SCY",="15",="1:51.77",="1:51.77",="""AAAA""",="2019 FL YCF Winter Classic",="12/8/2019",="Blue Dolfins",="FL",="",="869",="19",="Yes"
="34","Page-Jones, Charley",="200",="147102924",="200 FL SCY",="15",="1:51.78",="1:51.78",="""AAAA""",="2019 Winter Junior Nats - West",="12/13/2019",="Team Eugene Aquatics-YMCA",="OR",="",="869",="19",="Yes"
="35","Jones, Dean",="200",="150783597",="200 FL SCY",="14",="1:51.82",="1:51.82",="2021 Futures (LCM)",="2020 NT Short Course TAGS Champs",="3/7/2020",="Magnolia Aquatic Club",="GU",="",="929",="19",="Yes"
="36","Bonilla, Roberto",="200",="150545692",="200 FL SCY",="15",="1:51.96",="1:51.96",="""AAAA""",="2020 GU AGS Speedo Sectionals ",="2/28/2020",="The Woodlands Swim Team",="GU",="Yes",="865",="19",="Yes"
="37","Rogers, Andrew",="200",="148066032",="200 FL SCY",="15",="1:52.09",="1:52.09",="""AAAA""",="2019  King Marlin Pro-Am Class",="12/22/2019","The Aquakids, Inc.",="AR",="",="862",="19",="Yes"
="38","Jordan, Drew",="200",="146656626",="200 FL SCY",="15",="1:52.13",="1:52.13",="""AAAA""",="2019 SE Auburn Aquatics Invita",="12/8/2019",="City of Mobile Swim Association",="SE",="",="861",="19",="Yes"
="39","Fu, Alex",="200",="147938950",="200 FL SCY",="15",="1:52.20",="1:52.20",="""AAAA""",="2020 NT 38th Speedo Greater Southwest",="1/10/2020","First Colony Swim Team, Inc.",="GU",="",="860",="19",="Yes"
="40","Ellis, Caleb",="200",="150315402",="200 FL SCY",="15",="1:52.22",="1:52.22",="""AAAA""",="2020 MV Short Course Champions",="3/1/2020",="Empire KC Swim Club",="MV",="",="859",="19",="Yes"
="40","Ewing, Jt",="200",="148393006",="200 FL SCY",="15",="1:52.22",="1:52.22",="""AAAA""",="2020 MD Retriever Classic",="1/17/2020",="The Fish",="PV",="",="859",="19",="Yes"
="42","Zerpa, Ryan",="200",="150459728",="200 FL SCY",="15",="1:52.27",="1:52.27",="""AAAA""",="2020 Sectionals - Carlsbard",="2/29/2020",="Alpha Aquatics",="CA",="",="858",="19",="Yes"
="43","Belflower, Ian",="200",="150455966",="200 FL SCY",="15",="1:52.30",="1:52.30",="""AAAA""",="2020 Sectionals - Carlsbard",="2/29/2020",="Reno Aquatic Club",="PC",="",="858",="19",="Yes"
="43","Roberts, Evan",="200",="150549182",="200 FL SCY",="14",="1:52.30",="1:52.30",="2021 Futures (LCM)",="2020 GU AGS Speedo Sectionals ",="2/28/2020",="Waterloo Swimming",="ST",="",="919",="19",="Yes"
="45","Jones, Stephen",="200",="147100385",="200 FL SCY",="15",="1:52.50",="1:52.50",="""AAAA""",="2019 Winter Junior Nats - East",="12/14/2019",="Savannah Swim Team",="GA",="",="854",="19",="Yes"
="46","Fleig, Isaac",="200",="150921092",="200 FL SCY",="15",="1:52.66",="1:52.66",="""AAAA""",="2020 WI Ozaukee Aquatics IMX/I",="8/22/2020",="Ozaukee Aquatics",="WI",="",="850",="19",="Yes"
="47","Keogh, Evan",="200",="150653793",="200 FL SCY",="14",="1:52.69",="1:52.69",="2021 Futures (LCM)",="2020 FL Spring Age Group Champs",="3/8/2020",="Sarasota Tsunami Swim Team",="FL",="",="911",="19",="Yes"
="48","Battaglini, Lucca",="200",="150893190",="200 FL SCY",="14",="1:52.86",="1:52.86",="2021 Futures (LCM)",="2020 NC TAC TITANS Challenge",="8/16/2020",="Club Kick Start",="NC",="",="907",="19",="Yes"
="49","Li, Andy",="200",="150457725",="200 FL SCY",="15",="1:52.87",="1:52.87",="""AAAA""",="2020 Sectionals - Carlsbard",="2/29/2020",="Rancho San Dieguito",="SI",="",="846",="19",="Yes"
="50","Zhang, Alan",="200",="150651958",="200 FL SCY",="15",="1:52.91",="1:52.91",="""AAAA""",="2020 NE KING 15-18 AG Champs",="3/8/2020",="Crimson Aquatics",="NE",="",="845",="19",="Yes"
="51","Gonda, Gabe",="200",="150566645",="200 FL SCY",="15",="1:53.02",="1:53.02",="""AAAA""",="2020 AZ SC Senior Open Champs @ MAC",="3/1/2020",="Phoenix Swim Club",="AZ",="",="843",="19",="Yes"
="52","Jao, Nathan",="200",="146717146",="200 FL SCY",="15",="1:53.07",="1:53.07",="""AAAA""",="2019 NC ATOM Winter Invite",="12/8/2019",="Enfinity Aquatic Club",="NC",="",="842",="19",="Yes"
="52","Massey, Brenden",="200",="147017766",="200 FL SCY",="15",="1:53.07",="1:53.07",="""AAAA""",="2019 GU TWST Senior Champs",="12/7/2019",="Premier Aquatics Club of Klein",="GU",="",="842",="19",="Yes"
="54","Wang, Justin",="200",="148225067",="200 FL SCY",="15",="1:53.09",="1:53.09",="""AAAA""",="2020 PN AP Washington Open",="1/19/2020",="Seattle Metropolitan Aquatic Club",="PN",="",="841",="19",="Yes"
="55","Guerrero, Victor",="200",="146958117",="200 FL SCY",="14",="1:53.11",="1:53.11",="2021 Futures (LCM)",="2019 GU AGS Age Group Champs",="12/8/2019",="The Woodlands Swim Team",="GU",="Yes",="902",="19",="Yes"
="56","Ruthven, Carter",="200",="150549312",="200 FL SCY",="14",="1:53.18",="1:53.18",="2021 Futures (LCM)",="2020 GU AGS Speedo Sectionals ",="2/28/2020",="Loveland Swim Club",="CO",="",="901",="19",="Yes"
="57","Walker, Logan",="200",="150257830",="200 FL SCY",="15",="1:53.20",="1:53.20",="""AAAA""",="2020 ST TXLA STAGS SC Champs",="2/28/2020",="Nitro Swimming",="ST",="",="839",="19",="Yes"
="58","Swearingen, Chase",="200",="150015619",="200 FL SCY",="14",="1:53.22",="1:53.22",="2021 Futures (LCM)",="2020 OH OSSC SC Regional Champ",="2/23/2020",="Ohio State Swim Club",="OH",="",="900",="19",="Yes"
="58","Tennison, William",="200",="147018912",="200 FL SCY",="15",="1:53.22",="1:53.22",="""AAAA""",="2019 GU TWST Senior Champs",="12/7/2019",="Swim Streamline at Northampton",="GU",="",="839",="19",="Yes"
="60","Hughes, Colby",="200",="147407526",="200 FL SCY",="15",="1:53.29",="1:53.29",="""AAAA""",="2019 CA CA-NV Dec Speedo Sectionals",="12/15/2019",="South Bay Aquatics",="SI",="",="837",="19",="Yes"
="60","Zhou, Kevin",="200",="147941362",="200 FL SCY",="15",="1:53.29",="1:53.29",="""AAAA""",="2020 NT 38th Speedo Greater Southwest",="1/10/2020","First Colony Swim Team, Inc.",="GU",="",="837",="19",="Yes"
="62","Swanepoel, Lance",="200",="150399232",="200 FL SCY",="15",="1:53.34",="1:53.34",="""AAAA""",="2020 IA Short Course Champions",="2/29/2020",="Greater Des Moines YMCA",="IA",="",="836",="19",="Yes"
="63","Chirafisi, Nick",="200",="150616870",="200 FL SCY",="15",="1:53.39",="1:53.39",="""AAAA""",="2020 WI Swim 13&Over SC State",="3/5/2020",="Madison Aquatic Club",="WI",="",="835",="19",="Yes"
="64","Peng, Michael",="200",="150548855",="200 FL SCY",="15",="1:53.40",="1:53.40",="""AAAA""",="2020 GU AGS Speedo Sectionals ",="2/28/2020",="Aggie Swim Club",="GU",="",="835",="19",="Yes"
="65","Oberley, Mattie",="200",="146884956",="200 FL SCY",="15",="1:53.43",="1:53.43",="""AAAA""",="2019 NC STAR Triad Tropic",="12/8/2019",="Old Dominion Aquatic Club",="VA",="",="834",="19",="Yes"
="66","Wynne, Shane",="200",="149993303",="200 FL SCY",="15",="1:53.47",="1:53.47",="""AAAA""",="2020 CT Senior Championship SC",="2/21/2020",="Cheshire Y Sea Dog  Swim Club",="CT",="",="834",="19",="Yes"
="67","Schneider, Justin",="200",="150458798",="200 FL SCY",="15",="1:53.49",="1:53.49",="""AAAA""",="2020 Sectionals - Carlsbard",="2/29/2020",="Temecula Swim Club",="CA",="",="833",="19",="Yes"
="68","Holmes, Gibson",="200",="146116774",="200 FL SCY",="15",="1:53.51",="1:53.51",="""AAAA""",="2019 OH RAYS Mason Fall Invita",="11/9/2019",="Mason Manta Rays",="OH",="",="833",="19",="Yes"
="68","Zafirov, Dimiter",="200",="147053181",="200 FL SCY",="15",="1:53.51",="1:53.51",="""AAAA""",="2019 FL CAT Jingle Bell International",="12/8/2019",="Sarasota Tsunami Swim Team",="FL",="",="833",="19",="Yes"
="70","Huang, Hubert",="200",="147501551",="200 FL SCY",="15",="1:53.52",="1:53.52",="""AAAA""",="2019 NE BGSC SCY NE Senior Meet",="12/20/2019",="Commonwealth Swimming",="NE",="",="833",="19",="Yes"
="71","Ling, Dylan",="200",="149029069",="200 FL SCY",="15",="1:53.62",="1:53.62",="2021 Futures (LCM)",="2019 PNS Short Course Champion",="12/21/2019",="Seattle Metropolitan Aquatic Club",="PN",="",="831",="19",="Yes"
="72","Baffico, Felipe",="200",="150861105",="200 FL SCY",="15",="1:53.71",="1:53.71",="""AAA""",="2020 FL SYS Summer Social Distance",="7/26/2020",="Sarasota Sharks",="FL",="",="829",="19",="Yes"
="73","Groves, Riley",="200",="150048388",="200 FL SCY",="15",="1:53.78",="1:53.78",="""AAA""",="2020 SE Southeastern SC Champi",="2/22/2020",="Huntsville Swim Association",="SE",="",="827",="19",="Yes"
="74","Stewart, Tyler",="200",="149037704",="200 FL SCY",="15",="1:53.79",="1:53.79",="""AAA""",="2019 PNS Short Course Champion",="12/21/2019",="Bainbridge Island Swim Club",="PN",="",="827",="19",="Yes"
="75","Burnley, Blake",="200",="146657729",="200 FL SCY",="14",="1:53.82",="1:53.82",="""AAAA""",="2019 GA Short Course Seni",="12/7/2019",="SwimAtlanta",="GA",="",="888",="19",="Yes"
="75","Noble, Ross",="200",="146734098",="200 FL SCY",="15",="1:53.82",="1:53.82",="""AAA""",="2019 NC YOTA Arena Capital Cla",="12/7/2019",="YMCA of the Triangle Area Swim Team",="NC",="",="826",="19",="Yes"
="77","Salinas, Isaiah",="200",="147266787",="200 FL SCY",="14",="1:53.87",="1:53.87",="""AAAA""",="2019 ST AAAA Winter Wonderland",="12/15/2019",="Alamo Area Aquatic Association",="ST",="",="887",="19",="Yes"
="78","Becker, Sven",="200",="150636889",="200 FL SCY",="15",="1:53.88",="1:53.88",="""AAA""",="2020 MN NSAC MN SCY Senior State",="3/7/2020",="Unattached",="MN",="",="825",="19",="Yes"
="79","Flanders, George",="200",="150601589",="200 FL SCY",="15",="1:53.90",="1:53.90",="""AAA""",="2020 CC Juanita Allington Memorial",="3/7/2020",="Orinda Aquatics",="PC",="",="825",="19",="Yes"
="80","Bacon, Tate",="200",="149950719",="200 FL SCY",="15",="1:53.92",="1:53.92",="""AAA""",="2020 NC SC Senior Champs",="2/22/2020",="Marlins Of Raleigh",="NC",="",="824",="19",="Yes"
="80","Diaz, Bradley",="200",="145972363",="200 FL SCY",="15",="1:53.92",="1:53.92",="""AAA""",="2019 CA SRS Championships",="11/17/2019",="Beach Cities Swimming",="CA",="",="824",="19",="Yes"
="82","Hendrick, Jack",="200",="147407445",="200 FL SCY",="14",="1:53.97",="1:53.97",="""AAAA""",="2019 CA CA-NV Dec Speedo Sectionals",="12/15/2019",="Livermore Aqua Cowboys",="PC",="",="885",="19",="Yes"
="83","Boyes, Ethan",="200",="146962913",="200 FL SCY",="15",="1:53.99",="1:53.99",="""AAA""",="2019 GU AGS/MARC 13&Over Champs",="12/7/2019",="Aggie Swim Club",="GU",="",="823",="19",="Yes"
="83","Lee, Keanu",="200",="150602204",="200 FL SCY",="15",="1:53.99",="1:53.99",="""AAA""",="2020 CC Juanita Allington Memorial",="3/6/2020",="BlueFin Aquatics",="CA",="",="823",="19",="Yes"
="85","Burger, John Michael",="200",="150388095",="200 FL SCY",="15",="1:54.00",="1:54.00",="""AAA""",="2020 GU ECS Champs ll",="2/29/2020",="Swim Houston Aquatics Center",="GU",="",="823",="19",="Yes"
="86","Roche, Steven",="200",="147563804",="200 FL SCY",="14",="1:54.01",="1:54.01",="""AAAA""",="2019 NJS EEX Holiday Classic XXXIII",="12/13/2019",="Wyckoff YMCA",="NJ",="",="884",="19",="Yes"
="86","Russell, Kellen",="200",="147378252",="200 FL SCY",="15",="1:54.01",="1:54.01",="""AAA""",="2019 NC TAC TITANS Blizzard Blitz",="12/14/2019",="TAC Titans",="NC",="",="823",="19",="Yes"
="88","Picard, Jackson",="200",="146753898",="200 FL SCY",="15",="1:54.05",="1:54.05",="""AAA""",="2019 PN 71st Annual Husky Invitational",="12/8/2019",="Alto Swim Club",="PC",="",="822",="19",="Yes"
="89","Shinnick, Cameron",="200",="150022525",="200 FL SCY",="15",="1:54.08",="1:54.08",="""AAA""",="2020 MD LSC Senior Championshi",="2/22/2020",="Loyola Blakefield Aquatics",="MD",="",="821",="19",="Yes"
="90","Fowler, Aaron",="200",="147501279",="200 FL SCY",="15",="1:54.26",="1:54.26",="""AAA""",="2019 NE BGSC SCY NE Senior Meet",="12/20/2019",="Commonwealth Swimming",="NE",="",="817",="19",="Yes"
="91","Naoroz, Devin",="200",="150669671",="200 FL SCY",="15",="1:54.31",="1:54.31",="""AAA""",="2020 VA VSI SC Senior Champs",="3/7/2020","NOVA of Virginia Aquatics, Inc",="VA",="",="816",="19",="Yes"
