"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Urlando, Luca","200","135968122","200 FL SCY","16","1:40.91","1:40.91","2022 Summer Nationals (LCM)","2018 Winter Junior Nats - West","12/8/2018","DART Swimming","SN","","1074","19","Yes"
"2","Burns, Brendan","200","140350277","200 FL SCY","17","1:42.22","1:42.22","2022 Summer Nationals (LCM)","2019 NC AP YMCA SCY  Nationals","4/5/2019","Upper Main Line YMCA","MA","","1019","19","Yes"
"3","Forst, Preston","200","140284710","200 FL SCY","17","1:43.53","1:43.53","2022 Summer Nationals (LCM)","2019 Sectionals - Christiansburg","3/30/2019","Enfinity Aquatic Club","NC","","990","19","Yes"
"4","Bowers, Noah","200","136449790","200 FL SCY","17","1:44.02","1:44.02","2022 Summer Nationals (LCM)","2018 AM 57th Annual Christmas Meet","12/16/2018","Virginia Gators","VA","","979","19","Yes"
"5","Foster, Carson","200","135425071","200 FL SCY","17","1:44.11","1:44.11","2022 Summer Nationals (LCM)","2018 OH MAKO Tim Myers Senior","11/17/2018","Mason Manta Rays","OH","","977","19","Yes"
"6","Tiffany, Jordan","200","140334528","200 FL SCY","17","1:44.22","1:44.22","2022 Summer Nationals (LCM)","2019 Sectionals - Paradise Valley","3/21/2019","Scottsdale Aquatic Club","AZ","","974","19","Yes"
"7","Khouzam, Jean-pierre","200","135964216","200 FL SCY","16","1:44.41","1:44.41","2022 Summer Nationals (LCM)","2018 Winter Junior Nats - East","12/8/2018","Dayton Raiders","OH","Yes","996","19","Yes"
"8","Szabados, Bence","200","135967492","200 FL SCY","17","1:44.84","1:44.84","2022 Summer Nationals (LCM)","2018 Winter Junior Nats - West","12/8/2018","Chicago Wolfpack Aquatic Club","IL","Yes","961","19","Yes"
"9","Fenlon, Matt","200","138820484","200 FL SCY","16","1:45.03","1:45.03","2022 Summer Nationals (LCM)","2019 MR Senior Mets Winter Championship","2/18/2019","Badger Swim Club,Inc.","MR","","983","19","Yes"
"10","Hu, Ethan","200","135966065","200 FL SCY","17","1:45.11","1:45.11","2022 Summer Juniors (LCM)","2018 Winter Junior Nats - West","12/8/2018","Peak Swimming","PC","","981","19","Yes"
"11","Carrozza, Coby","200","135965270","200 FL SCY","17","1:45.34","1:45.34","2022 Summer Juniors (LCM)","2018 Winter Junior Nats - West","12/8/2018","Longhorn Aquatics","ST","","950","19","Yes"
"12","Henderson, Noah","200","139656589","200 FL SCY","17","1:45.47","1:45.47","2022 Summer Juniors (LCM)","2019 Sectionals - Raleigh ","3/9/2019","Star Aquatics","NC","","947","19","Yes"
"13","Crane, Cole","200","135963866","200 FL SCY","17","1:45.62","1:45.62","2022 Summer Juniors (LCM)","2018 Winter Junior Nats - East","12/8/2018","Episcopal AmberJax","FL","","944","19","Yes"
"14","Syrkin, Danny","200","139395618","200 FL SCY","17","1:45.63","1:45.63","2022 Summer Juniors (LCM)","2019 Sectionals - Carlsbad","3/2/2019","Rose Bowl Aquatics","CA","","943","19","Yes"
"15","Heasley, Ethan","200","139936314","200 FL SCY","17","1:45.76","1:45.76","2022 Summer Juniors (LCM)","2019 Sectionals - Federal Way","3/14/2019","Hillsboro Swim Team","OR","","941","19","Yes"
"16","Manoff, Blake","200","135020358","200 FL SCY","17","1:45.97","1:45.97","2022 Summer Juniors (LCM)","2018 Georgia Tech Fall Invitat","11/17/2018","Unattached","VA","","936","19","Yes"
"17","Mowery, Jack","200","140520348","200 FL SCY","17","1:46.45","1:46.45","2022 Summer Juniors (LCM)","2019 NCSA Spring Championship","3/20/2019","Arlington Aquatic Club","PV","","926","19","Yes"
"18","Taner, Brooks","200","135967509","200 FL SCY","17","1:46.52","1:46.52","2022 Summer Juniors (LCM)","2018 Winter Junior Nats - West","12/8/2018","Palo Alto Stanford Aquatics","PC","","924","19","Yes"
"19","Watson, Tyler","200","135964787","200 FL SCY","17","1:46.74","1:46.74","2022 Summer Juniors (LCM)","2018 Winter Junior Nats - East","12/8/2018","North Florida Swimming, Inc.","FL","","919","19","Yes"
"20","Kreidl, Max","200","140332517","200 FL SCY","16","1:46.92","1:46.92","2022 Summer Juniors (LCM)","2019 Sectionals - Paradise Valley","3/21/2019","Elevation Athletics","CO","","942","19","Yes"
"21","Horne, Thomas","200","139549250","200 FL SCY","17","1:47.03","1:47.03","2022 Summer Juniors (LCM)","2019 SE Speedo Southern Premier","3/2/2019","Tennessee Aquatics","SE","Yes","913","19","Yes"
"22","Magahey, Jake","200","139550137","200 FL SCY","17","1:47.12","1:47.12","2022 Summer Juniors (LCM)","2019 SE Speedo Southern Premier","3/2/2019","SwimAtlanta","GA","","911","19","Yes"
"23","Neverman, Kaiser","200","140353530","200 FL SCY","16","1:47.23","1:47.23","2022 Summer Juniors (LCM)","2019 NC AP YMCA SCY  Nationals","4/5/2019","Green Bay YMCA","WI","","935","19","Yes"
