"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Gentry, Landon","200","151784176","200 FL SCY","16","1:43.03","1:43.03","2022 Summer Nationals (LCM)","2020 PV 18&U Winter Championships","12/5/2020","Nation's Capital Swim Club","PV","","1027","19","Yes"
"2","Branon, Ryan","200","153180176","200 FL SCY","17","1:44.00","1:44.00","2022 Summer Nationals (LCM)","2021 MA York Y Winter Invite","2/21/2021","North Baltimore Aquatic Club","MD","","979","19","Yes"
"3","Sergile, Sebastien","200","153888542","200 FL SCY","17","1:44.05","1:44.05","2022 Summer Nationals (LCM)","2021 GA Sr. Short Course State Ch","3/20/2021","SwimAtlanta","GA","","978","19","Yes"
"4","McKenna, Conor","200","151930465","200 FL SCY","17","1:45.02","1:45.02","2022 Summer Nationals (LCM)","2020 NT LAC ARENA Winter Champs","12/12/2020","Lakeside Aquatic Club","NT","","957","19","Yes"
"5","Filipovic, Alec","200","151782859","200 FL SCY","16","1:45.82","1:45.82","2021 Winter US Open (LCM)","2020 SE NAC Music City Invite","12/5/2020","St Charles Swim Team","IL","","965","19","Yes"
"6","Espernberger, Martin","200","153788501","200 FL SCY","17","1:46.01","1:46.01","2021 Winter US Open (LCM)","2021 FL Swimming Spring Sr Champs-North","3/14/2021","Bolles School Sharks","FL","","935","19","Yes"
"7","Hobson, Luke","200","153737904","200 FL SCY","17","1:46.03","1:46.03","2021 Winter US Open (LCM)","2021 UT CA-NV Sectionals St. George","3/13/2021","Lakeridge Swim Team","PC","","935","19","Yes"
"8","Smith, Holden","200","151898677","200 FL SCY","17","1:46.08","1:46.08","2021 Winter US Open (LCM)","2020 WI Speedo 18&U Winter Champs","12/13/2020","Race Pace Club - KY","KY","","934","19","Yes"
"9","Ledford, Mitchell","200","154055805","200 FL SCY","16","1:46.32","1:46.32","2021 Winter US Open (LCM)","2021 FL ISCA International Senior Meet","3/27/2021","Treasure Coast Swimming Conquistadores","FL","","955","19","Yes"
"10","Keough, Patrick","200","153712622","200 FL SCY","17","1:46.40","1:46.40","2021 Winter US Open (LCM)","2021 PN KING March Intrasquad","3/14/2021","King Aquatic Club","PN","","927","19","Yes"
"11","Nelson, Baylor","200","153490460","200 FL SCY","17","1:46.43","1:46.43","2021 Winter US Open (LCM)","2021 NC TAC ESSZ SC Sectional","3/5/2021","SwimMAC Carolina","NC","","926","19","Yes"
"12","Bonilla, Roberto","200","153596149","200 FL SCY","16","1:46.45","1:46.45","2021 Winter US Open (LCM)","2021-NT Speedo Lone Star Invitational","3/4/2021","The Woodlands Swim Team","GU","Yes","952","19","Yes"
"13","Bloebaum, Carl","200","151847775","200 FL SCY","17","1:46.46","1:46.46","2021 Winter US Open (LCM)","2020 OH RAYS Start of Winter S","12/6/2020","Mason Manta Rays","OH","","925","19","Yes"
"14","Zuchowski, Josh","200","151789695","200 FL SCY","16","1:46.62","1:46.62","2021 Winter US Open (LCM)","2020 FG Florida Virtual Champs Site 2","12/6/2020","Flood Aquatics Swim Team","FG","","948","19","Yes"
"15","Ghufran, Hayden","200","155222699","200 FL SCY","17","1:46.63","1:46.63","2021 Winter US Open (LCM)","2021 SN Summer Sanders SCY SR+","6/13/2021","DART Swimming","SN","","922","19","Yes"
"16","Thomas, Lucas","200","153491262","200 FL SCY","17","1:46.78","1:46.78","2021 Winter US Open (LCM)","2021 NC TAC ESSZ SC Sectional","3/5/2021","Lakeside Swim Team","KY","","918","19","Yes"
"17","Ratzlaff, Mac","200","151936961","200 FL SCY","17","1:46.81","1:46.81","2021 Winter US Open (LCM)","2020 IN OLY Winter Invite","12/13/2020","Franklin Regional Swim Team","IN","","918","19","Yes"
"18","Reiter, Drew","200","151781818","200 FL SCY","17","1:46.83","1:46.83","2021 Winter US Open (LCM)","2020 FG Florida Virtual Champs Site 4","12/6/2020","Unattached","FG","","917","19","Yes"
"19","Cutler, Tate","200","155222567","200 FL SCY","17","1:46.93","1:46.93","2021 Winter US Open (LCM)","2021 SN Summer Sanders SCY SR+","6/13/2021","DART Swimming","SN","","915","19","Yes"
"20","Fenlon, Matt","200","151012500","200 FL SCY","17","1:46.94","1:46.94","2021 Winter US Open (LCM)","2020 MR BGNW and BAD Senior Dual Meet","9/25/2020","Badger Swim Club,Inc.","MR","","915","19","Yes"
"21","Merani, Ryan","200","153181304","200 FL SCY","16","1:46.98","1:46.98","2021 Winter US Open (LCM)","2021 MA York Y Winter Invite","2/21/2021","North Baltimore Aquatic Club","MD","","940","19","Yes"
"22","Nosack, Diego","200","156759886","200 FL SCY","16","1:47.01","1:47.01","2021 Winter US Open (LCM)","2021 OR THSC Season Finale","8/1/2021","Tualatin Hills Swim Club","OR","","940","19","Yes"
"23","Hayon, Will","200","153485049","200 FL SCY","16","1:47.02","1:47.02","2021 Winter US Open (LCM)","2021 WI 13 and Over State Cham","3/5/2021","Mid Wisconsin Wave Makers","WI","","939","19","Yes"
