"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Hayes, Aiden","50","153231035","50 FR SCY","17","19.20","19.20","2022 Summer Nationals (LCM)","2021 Class 6A State Meet","2/19/2021","Unattached","OK","","988","1","Yes"
"2","Graunke, Jeremy","50","156485154","50 FR SCY","17","19.78","19.78","2022 Summer Nationals (LCM)","2021 AZ RIO Summer SC Spectacular","7/20/2021","Rio Salado Swim Club","AZ","","929","1","Yes"
"2","Reno, Seth","50","153549307","50 FR SCY","17","19.78","19.78","2022 Summer Nationals (LCM)","2021 GU UIL Region 6-6A Champs","2/6/2021","Unattached","GU","","929","1","Yes"
"4","Joyce, Dawson","50","151430972","50 FR SCY","17","19.79","19.79","2022 Summer Nationals (LCM)","2020 FL FHSAA 4A Swim & Dive Championships","11/7/2020","Unattached","FL","","928","1","Yes"
"5","Barr, Luke","50","151250411","50 FR SCY","17","19.83","19.83","2021 Winter US Open (LCM)","2020 IA DSMY Spooktacular","10/17/2020","Unattached","MW","","924","1","Yes"
"6","Crosby, Charlie","50","153754987","50 FR SCY","17","19.87","19.87","2021 Winter US Open (LCM)","2021 MN MSHSL Boys A","3/20/2021","Unattached","MN","","920","1","Yes"
"7","Beamon, John","50","153839079","50 FR SCY","17","19.93","19.93","2021 Winter US Open (LCM)","2021 GHSA 1-3A State Swimming","2/2/2021","Unattached","GA","","914","1","Yes"
"8","McCarty, Quintin","50","154342866","50 FR SCY","17","19.95","19.95","2021 Winter US Open (LCM)","2021 UT Speedo Sectionals - St George","4/25/2021","Pikes Peak Athletics","CO","","912","1","Yes"
"9","Hobson, Luke","50","153737908","50 FR SCY","17","19.98","19.98","2021 Winter US Open (LCM)","2021 UT CA-NV Sectionals St. George","3/13/2021","Lakeridge Swim Team","PC","","909","1","Yes"
"10","Filipovic, Alec","50","153760429","50 FR SCY","17","20.00","20.00","2021 Winter US Open (LCM)","2021 ILOP Illinois Swimming Winter Open","3/21/2021","St Charles Swim Team","IL","","907","1","Yes"
