"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Diehl, Daniel","100","154123329","100 BK SCY","15","47.39","47.39","2021 Winter US Open (LCM)","2021 MA AP YMCA Swimming Festi","4/9/2021","Unattached","MD","","1065","12","Yes"
"2","Jones, Roman","100","154059832","100 BK SCY","15","48.11","48.11","2021 Winter US Open (LCM)","2021 FL All-American Championship","3/27/2021","Jersey Flyers Aquatic Club","NJ","","1030","12","Yes"
"3","Wimberly, Jacob","100","153491613","100 BK SCY","15","48.73","48.73","2021 Winter US Open (LCM)","2021 NC TAC ESSZ SC Sectional","3/5/2021","SwimMAC Carolina","NC","","999","12","Yes"
"4","Maldari, Caleb","100","154221249","100 BK SCY","15","48.74","48.74","2021 Winter US Open (LCM)","2021 FL GAIN Invitational","4/10/2021","Bluefish Swim Club","NE","","999","12","Yes"
"5","Lancaster, Carter","100","153424225","100 BK SCY","14","49.06","49.06","2021 Winter US Open (LCM)","2021 IN-O IHSAA Boys State Prelims","2/26/2021","Unattached","IN","","1037","12","Yes"
"6","Walker, Logan","100","151931250","100 BK SCY","15","49.07","49.07","2021 Winter US Open (LCM)","2020 NT LAC ARENA Winter Champs","12/12/2020","Nitro Swimming","ST","","983","12","Yes"
"7","Crush, Johnny","100","153769030","100 BK SCY","15","49.21","49.21","2022 Summer Juniors (LCM)","2021 Kentucky Swimming SC Stat","3/21/2021","Lakeside Swim Team","KY","","976","12","Yes"
"8","Dunkel, Nolan","100","153235986","100 BK SCY","15","49.22","49.22","2022 Summer Juniors (LCM)","2021 VA VHSL Class 6 State Cha","2/12/2021","Unattached","PV","","976","12","Yes"
"9","Thompson, Will","100","153808619","100 BK SCY","15","49.36","49.36","2022 Summer Juniors (LCM)","2021 NC TAC Tar Heel States","3/20/2021","TAC Titans","NC","","969","12","Yes"
"10","Johnson, Brady","100","153685789","100 BK SCY","14","49.39","49.39","2022 Summer Juniors (LCM)","2021 ILOB IHSA Boys UEC Champi","3/13/2021","Unattached","IL","","1021","12","Yes"
"11","Nicholas, Spencer","100","152629725","100 BK SCY","15","49.42","49.42","2022 Summer Juniors (LCM)","2021 SE NAC January Tri","1/24/2021","Nashville Aquatic Club","SE","","966","12","Yes"
"12","Keogh, Evan","100","153784708","100 BK SCY","15","49.45","49.45","2022 Summer Juniors (LCM)","2021 FL Swimming Spring Sr Champs-South","3/13/2021","Sarasota Tsunami Swim Team","FL","","965","12","Yes"
"13","Croley, Evan","100","153256112","100 BK SCY","15","49.48","49.48","2022 Summer Juniors (LCM)","2021 ST OB UIL 6A State Meet Boys","2/26/2021","Unattached","ST","","963","12","Yes"
"13","Williams, Hudson","100","153592842","100 BK SCY","15","49.48r","49.48","2022 Summer Juniors (LCM)","2021 OH NAAC OSI LSC Virtual C","3/7/2021","New Albany Aquatic Club","OH","","963","12","Yes"
"15","Kelly, Jeremy","100","153311285","100 BK SCY","15","49.52","49.52","2022 Summer Juniors (LCM)","2021 ST OB UIL 5A State Meet Boys","2/27/2021","Unattached","ST","","961","12","Yes"
"16","Henke, Avery","100","153990742","100 BK SCY","15","49.58r","49.58","2022 Summer Juniors (LCM)","2021 LA Short Course State Cha","3/25/2021","Crawfish Aquatics","LA","","959","12","Yes"
"17","Irwin, Ben","100","152836508","100 BK SCY","15","49.59","49.59","2022 Summer Juniors (LCM)","2021 GA GHSA 6A State ","2/2/2021","Unattached","GA","","958","12","Yes"
"18","Battaglini, Lucca","100","154052775","100 BK SCY","15","49.66","49.66","2022 Summer Juniors (LCM)","2021 FL ISCA International Senior Meet","3/24/2021","Club Kick Start","NC","","955","12","Yes"
"19","Jones, Keaton","100","151193332","100 BK SCY","15","49.77","49.77","2021 Winter Juniors (SCY)","2020 AZ NEP Herculean Invitational E","9/6/2020","Unattached","AZ","","949","12","Yes"
"20","Baltaytis, Aaron","100","154059479","100 BK SCY","15","49.85","49.85","2021 Winter Juniors (SCY)","2021 FL All-American Championship","3/27/2021","Jersey Flyers Aquatic Club","NJ","","946","12","Yes"
"21","Fisher, Joshua","100","153844440","100 BK SCY","15","49.92","49.92","2021 Winter Juniors (SCY)","2021 FL NCSA Spring Swimming Championships","3/18/2021","Poseidon Swimming Inc","VA","","942","12","Yes"
"22","Bermudez, Simon","100","151783867","100 BK SCY","14","49.93","49.93","2021 Winter Juniors (SCY)","2020 PV 18&U Winter Championships","12/5/2020","Nation's Capital Swim Club","PV","","996","12","Yes"
"23","Huang, Edward","100","156650743","100 BK SCY","15","50.03","50.03","""AAAA""","2021 PC WCAB FSM Summer's End Swim Classic","7/31/2021","East Bay Aquatics Association","PC","","937","12","Yes"
