"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Foster, Carson","200","139548414","200 BK SCY","17","1:40.07","1:40.07","2022 Summer Nationals (LCM)","2019 SE Speedo Southern Premier","3/1/2019","Mason Manta Rays","OH","","1065","13","Yes"
"2","Larson, Peter","200","135966364","200 BK SCY","17","1:41.60","1:41.60","2022 Summer Nationals (LCM)","2018 Winter Junior Nats - West","12/8/2018","Edina Swim Club","MN","","1029","13","Yes"
"3","Urlando, Luca","200","135967598","200 BK SCY","16","1:42.11","1:42.11","2022 Summer Nationals (LCM)","2018 Winter Junior Nats - West","12/8/2018","DART Swimming","SN","","1035","13","Yes"
"4","Lasco, Destin","200","139648244","200 BK SCY","17","1:42.14","1:42.14","2022 Summer Nationals (LCM)","2019 PV SC Senior Championships","3/10/2019","PDR Swimming for Success","MA","","1016","13","Yes"
"5","Grum, Ian","200","139548716","200 BK SCY","17","1:42.15","1:42.15","2022 Summer Nationals (LCM)","2019 SE Speedo Southern Premier","3/1/2019","Dynamo Swim Club","GA","","1015","13","Yes"
"6","Olson, Gavin","200","140333461","200 BK SCY","17","1:43.05","1:43.05","2022 Summer Nationals (LCM)","2019 Sectionals - Paradise Valley","3/23/2019","Foothills Swim Team","CO","","994","13","Yes"
"7","Lu, Tyler","200","139937214","200 BK SCY","16","1:43.14","1:43.14","2022 Summer Nationals (LCM)","2019 Sectionals - Federal Way","3/16/2019","Seattle Metropolitan Aquatic Club","PN","","1010","13","Yes"
"8","Raffin, Holden","200","140584451","200 BK SCY","17","1:43.37","1:43.37","2022 Summer Nationals (LCM)","2019 Indiana Senior Short Cour","3/15/2019","Munster Swim Club","IN","","986","13","Yes"
"9","Lierz, Harrison","200","135966451","200 BK SCY","16","1:43.70","1:43.70","2022 Summer Nationals (LCM)","2018 Winter Junior Nats - West","12/8/2018","Unattached","CO","","997","13","Yes"
"10","Davis, Wyatt","200","135963900","200 BK SCY","17","1:43.84","1:43.84","2022 Summer Nationals (LCM)","2018 Winter Junior Nats - East","12/8/2018","Carmel Swim Club","IN","","975","13","Yes"
"11","Mason, Nick","200","140340914","200 BK SCY","17","1:44.22","1:44.22","2022 Summer Nationals (LCM)","2019 Sectionals - Ithaca","3/31/2019","West Chicago Sharks","IL","","967","13","Yes"
"12","Burns, Brendan","200","136144854","200 BK SCY","17","1:44.27","1:44.27","2022 Summer Nationals (LCM)","2018 PV Sport Fair Winter Classic","12/7/2018","Upper Main Line YMCA","MA","","965","13","Yes"
"13","Mefford, Colby","200","135966702","200 BK SCY","17","1:44.43","1:44.43","2022 Summer Nationals (LCM)","2018 Winter Junior Nats - West","12/8/2018","Sierra Marlins Swim Team","SN","","962","13","Yes"
"14","Smith, Lleyton","200","139551775","200 BK SCY","17","1:44.62","1:44.62","2022 Summer Nationals (LCM)","2019 SE Speedo Southern Premier","3/1/2019","SwimAtlanta","GA","","957","13","Yes"
"15","Conley, Owen","200","135963848","200 BK SCY","17","1:44.90","1:44.90","2022 Summer Juniors (LCM)","2018 Winter Junior Nats - East","12/8/2018","Dayton Raiders","OH","","951","13","Yes"
"16","McGovern, Trevor","200","140519955","200 BK SCY","17","1:44.93","1:44.93","2022 Summer Juniors (LCM)","2019 NCSA Spring Championship","3/20/2019","Gator Swim Club","FL","","950","13","Yes"
"17","Conway, Sean","200","136134355","200 BK SCY","17","1:45.03","1:45.03","2022 Summer Juniors (LCM)","2018 PV NCAP Invitational","12/9/2018","Nation's Capital Swim Club","PV","","948","13","Yes"
"18","Wesley, Sam","200","140355572","200 BK SCY","17","1:45.04","1:45.04","2022 Summer Juniors (LCM)","2019 NC AP YMCA SCY  Nationals","4/2/2019","Ridley Area YMCA Stingrays","MA","","947","13","Yes"
