"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Barnicle, Kenneth","200","154107626","200 BK SCY","13","1:53.00","1:53.00","""AAAA""","2021 MA AP YMCA Swimming Festi","4/11/2021","Greater Somerset County YMCA Storm","NJ","","995","13","Yes"
"2","Ekk, Ethan","200","153528073","200 BK SCY","13","1:53.05","1:53.05","""AAAA""","2021 FL Florida Swimming Spring FLAGS North","3/7/2021","Area Tallahassee Aquatic Club","FL","","994","13","Yes"
"3","Brostowitz, John Paul","200","154111285","200 BK SCY","13","1:53.83","1:53.83","""AAAA""","2021 WI APPROVED SSTY  YMCA Swim Festival","4/11/2021","Schroeder YMCA Swim Team","WI","","978","13","Yes"
"3","Mialkovskyi, Denys","200","154900288","200 BK SCY","13","1:53.83","1:53.83","""AAAA""","2021 CT CPAC May RTC Meet","5/14/2021","Asphalt Green Unified Aquatics","MR","","978","13","Yes"
"5","Marsteiner, Sam","200","153269886","200 BK SCY","13","1:55.01","1:55.01","""AAAA""","2021 NC TAC SC AG Champs","2/26/2021","New Wave Swim Team","NC","","952","13","Yes"
"6","Zhang, Lewis","200","152163980","200 BK SCY","13","1:55.02","1:55.02","""AAAA""","2020 IN CSC-Lakeside Winter Dual","12/20/2020","Carmel Swim Club","IN","","952","13","Yes"
"7","Tharakan, Abhay","200","153272808","200 BK SCY","13","1:55.14","1:55.14","""AAAA""","2021 NC TAC SC AG Champs","2/26/2021","TAC Titans","NC","","950","13","Yes"
"8","Van Kersbergen, Gavin","200","151945778","200 BK SCY","13","1:55.39","1:55.39","""AAAA""","2020 FL Virtual Champs Site 1","12/13/2020","Laker Swim","FL","","944","13","Yes"
"9","Stanton, Baylor","200","153150547","200 BK SCY","13","1:55.73","1:55.73","""AAAA""","2021 GA 14 & Under SC Champs -","2/19/2021","Gwinnett Aquatics","GA","","937","13","Yes"
"10","Eklund, Cruz","200","153551749","200 BK SCY","13","1:56.11","1:56.11","""AAAA""","2021 GU TWST Short Course TAGS","3/7/2021","Aquatex Swim Team","ST","","929","13","Yes"
"11","Tharrington, Owen","200","153742086","200 BK SCY","13","1:56.86","1:56.86","""AAAA""","2021 CT SSAC  v ZEUS Dual RTC Meet","3/14/2021","ZEUS Swim Team","CT","","913","13","Yes"
"12","Green, Sean","200","151900856","200 BK SCY","13","1:57.11","1:57.11","""AAAA""","2020 MR LIAC Travel To Nowhere Invitational","12/13/2020","Long Island Aquatic Club","MR","","908","13","Yes"
"13","Keogh, Gavin","200","154324942","200 BK SCY","13","1:57.13","1:55.93","""AAAA""","2021 CO CSI 13-14 Spring Invitational","4/24/2021","Flatiron Athletic Club","CO","","908","13","Yes"
"14","Kovacs, David","200","153841984","200 BK SCY","13","1:57.14","1:57.14","""AAAA""","2021 IN SC AGS COMBINED","3/20/2021","Indiana Swim Club","IN","","907","13","Yes"
"15","Smelzer, Albert","200","153270663","200 BK SCY","13","1:57.41","1:57.41","""AAA""","2021 NC TAC SC AG Champs","2/26/2021","Swim GSA","NC","","902","13","Yes"
"16","Balbuena, Enzo","200","154358416","200 BK SCY","13","1:57.53","1:57.53","""AAA""","2021 PC QSS-TIDE-PEAK Tri-Meet","4/24/2021","Peak Swimming","PC","","899","13","Yes"
"17","Chan, Parker","200","153516787","200 BK SCY","13","1:57.56","1:57.56","""AAA""","2021 ILCL FMC Championship of","3/7/2021","FMC Aquatic","IL","","899","13","Yes"
"18","Austin, Thad","200","153971695","200 BK SCY","13","1:57.76","1:57.76","""AAA""","2021 VA SRVA SR Shamrock Showd","3/28/2021","Enfinity Aquatic Club","NC","","895","13","Yes"
"19","Tishler, Jackson","200","151943158","200 BK SCY","13","1:57.78","1:57.78","""AAA""","2020 VA VSTP Icebreaker Invita","12/12/2020","Nation's Capital Swim Club","PV","","894","13","Yes"
"20","Hammer, Aiden","200","156677406","200 BK SCY","13","1:57.88","1:57.88","""AAA""","2021 PN Summer Short Course Ch","8/1/2021","King Aquatic Club","PN","","892","13","Yes"
"21","Johnson, Nick","200","153769923","200 BK SCY","13","1:57.95","1:57.95","""AAA""","2021 Kentucky Swimming SC Stat","3/19/2021","Kentucky Aquatics","KY","","891","13","Yes"
