"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Jones, Keaton","200","147102106","200 BK SCY","15","1:42.81","1:42.81","2022 Summer Nationals (LCM)","2019 Winter Junior Nats - West","12/14/2019","Swim Neptune","AZ","","1073","13","Yes"
"2","Simons, Nick","200","150714125","200 BK SCY","15","1:44.92","1:44.92","2021 Winter US Open (LCM)","2020 OR SR Region XII ARENA S","3/8/2020","Lake Oswego Swim Club","OR","","1024","13","Yes"
"3","Zuchowski, Josh","200","147100763","200 BK SCY","15","1:45.46","1:45.46","2021 Winter US Open (LCM)","2019 Winter Junior Nats - East","12/14/2019","Flood Aquatics Swim Team","FG","","1011","13","Yes"
"4","Dalmacio, Ronald","200","147101867","200 BK SCY","15","1:46.04","1:46.04","2021 Winter US Open (LCM)","2019 Winter Junior Nats - West","12/14/2019","Rose Bowl Aquatics","CA","","998","13","Yes"
"5","Modglin, Will","200","147101554","200 BK SCY","15","1:46.50","1:46.50","2021 Winter US Open (LCM)","2019 Winter Junior Nats - East","12/14/2019","Zionsville Swim Club","IN","","987","13","Yes"
"6","Gentry, Marcus","200","147101977","200 BK SCY","15","1:47.12","1:47.12","2021 Winter US Open (LCM)","2019 Winter Junior Nats - West","12/14/2019","Superior Aquatics","OR","","973","13","Yes"
"7","Haughey, Braeden","200","147375796","200 BK SCY","15","1:47.19","1:47.19","2021 Winter US Open (LCM)","2019 NC TAC TITANS Blizzard Blitz","12/15/2019","TAC Titans","NC","","972","13","Yes"
"8","Janton, Tommy","200","147348552","200 BK SCY","15","1:47.29","1:47.29","2021 Winter US Open (LCM)","2019 MA LAC Holiday Cup","12/15/2019","Western YMCA Wahoos","MA","","969","13","Yes"
"9","Custer, Liam","200","147045385","200 BK SCY","15","1:47.75","1:47.75","2022 Summer Juniors (LCM)","2019 FL YCF Winter Classic","12/8/2019","Sarasota Sharks","FL","","959","13","Yes"
"10","Noble, Ross","200","146734103","200 BK SCY","15","1:47.77","1:47.77","2022 Summer Juniors (LCM)","2019 NC YOTA Arena Capital Cla","12/8/2019","YMCA of the Triangle Area Swim Team","NC","","958","13","Yes"
"11","Ewing, Jt","200","147478184","200 BK SCY","15","1:47.90","1:47.90","2022 Summer Juniors (LCM)","2019 PV RMSC Holiday Invitational","12/15/2019","The Fish","PV","","955","13","Yes"
"12","Marshall, Jonny","200","147100455","200 BK SCY","15","1:47.99","1:47.99","2022 Summer Juniors (LCM)","2019 Winter Junior Nats - East","12/14/2019","Firestone Akron Swim Team","LE","","953","13","Yes"
"13","McDonald, Owen","200","150659951","200 BK SCY","15","1:48.17","1:48.17","2021 Winter Juniors (SCY)","2020 GA Speedo Southern Premier","3/6/2020","Dynamo Swim Club","GA","","949","13","Yes"
"14","Fan, Zhier","200","147938827","200 BK SCY","15","1:48.25","1:48.25","2021 Winter Juniors (SCY)","2020 NT 38th Speedo Greater Southwest","1/11/2020","Metroplex Aquatics","NT","","948","13","Yes"
"15","Powe, Sam","200","150056461","200 BK SCY","15","1:48.40","1:48.40","2021 Winter Juniors (SCY)","2020 SE Southeastern SC Champi","2/23/2020","McCallie / GPS Aquatics","SE","","944","13","Yes"
"16","Maldari, Caleb","200","147501950","200 BK SCY","14","1:48.49","1:48.49","2021 Winter Juniors (SCY)","2019 NE BGSC SCY NE Senior Meet","12/21/2019","Gator Swim Club","NE","","982","13","Yes"
"17","Najera, Humberto","200","150548672","200 BK SCY","14","1:48.55","1:48.55","2021 Winter Juniors (SCY)","2020 GU AGS Speedo Sectionals ","2/28/2020","Mission Viejo Nadadores","CA","","981","13","Yes"
"18","Buff, Scotty","200","147100803","200 BK SCY","15","1:48.61","1:48.61","2021 Winter Juniors (SCY)","2019 Time Trials Jrs East","12/14/2019","Greater Toledo Aquatic Club","OH","","939","13","Yes"
"19","Knop, Amadeusz","200","150861572","200 BK SCY","15","1:48.75","1:48.75","2021 Winter Juniors (SCY)","2020 FL SYS Summer Social Distance","7/26/2020","Sarasota Sharks","FL","","936","13","Yes"
"20","Heinlein, Jaden","200","150599174","200 BK SCY","14","1:48.77","1:48.77","2021 Winter Juniors (SCY)","2020 IL Swimming Senior Champi","3/8/2020","Patriot Aquatic Club","IL","","976","13","Yes"
"21","McKenzie, Collin","200","147473107","200 BK SCY","15","1:48.93","1:48.93","2021 Winter Juniors (SCY)","2019 PV NCAP Invitational","12/15/2019","Nation's Capital Swim Club","PV","","932","13","Yes"
"22","Richardson, Christopher","200","149597162","200 BK SCY","15","1:49.00","1:49.00","2021 Winter Juniors (SCY)","2020 LA Senior SC State","2/16/2020","Crawfish Aquatics","LA","","931","13","Yes"
"23","Hodgson, Lucas","200","147471329","200 BK SCY","15","1:49.21","1:49.21","2021 Winter Juniors (SCY)","2019 PV NCAP Invitational","12/15/2019","YMCA Of Greenwich Marlins","CT","","926","13","Yes"
"24","Kim, Maru","200","147407703","200 BK SCY","15","1:49.31","1:49.31","2021 Winter Juniors (SCY)","2019 CA CA-NV Dec Speedo Sectionals","12/16/2019","Monterey Park Manta Rays","CA","","924","13","Yes"
"25","Fasani, Louie","200","147407188","200 BK SCY","14","1:49.33","1:49.33","2021 Winter Juniors (SCY)","2019 CA CA-NV Dec Speedo Sectionals","12/16/2019","Wolverine Aquatics","SN","","964","13","Yes"
"26","Walker, Logan","200","150257838","200 BK SCY","15","1:49.35","1:49.35","2021 Winter Juniors (SCY)","2020 ST TXLA STAGS SC Champs","3/1/2020","Nitro Swimming","ST","","923","13","Yes"
"27","Diehl, Daniel","200","150715729","200 BK SCY","14","1:49.48","1:49.48","2021 Winter Juniors (SCY)","2020 MD LSC 14 & U CHAMPIONSHI","3/8/2020","Unattached","MD","","960","13","Yes"
"28","Croley, Evan","200","150782617","200 BK SCY","14","1:49.61","1:49.61","2021 Futures (LCM)","2020 NT Short Course TAGS Champs","3/8/2020","Streamline Aquatics","ST","","957","13","Yes"
"29","Bacon, Tate","200","149950724","200 BK SCY","15","1:49.70","1:49.70","""AAAA""","2020 NC SC Senior Champs","2/23/2020","Marlins Of Raleigh","NC","","915","13","Yes"
"30","Yakubik, Zack","200","147102635","200 BK SCY","15","1:50.04","1:50.04","""AAAA""","2019 Winter Junior Nats - West","12/14/2019","Beach Cities Swimming","CA","","907","13","Yes"
"31","Leith, Zac","200","147472488","200 BK SCY","15","1:50.08","1:50.08","""AAAA""","2019 PV NCAP Invitational","12/15/2019","Nation's Capital Swim Club","PV","","907","13","Yes"
"31","Naoroz, Devin","200","150669675","200 BK SCY","15","1:50.08","1:50.08","""AAAA""","2020 VA VSI SC Senior Champs","3/8/2020","NOVA of Virginia Aquatics, Inc","VA","","907","13","Yes"
"33","Thompson, Will","200","149562952","200 BK SCY","14","1:50.18","1:50.18","2021 Futures (LCM)","2020 NC SC AG Champs","2/16/2020","North Carolina Aquatic Club","NC","","945","13","Yes"
"34","Ponsler, Kyle","200","145825145","200 BK SCY","15","1:50.31","1:50.31","""AAAA""","2019 IN CON Skypoint Transit Invitational","11/10/2019","Fishers Area Swimming Tigers","IN","","901","13","Yes"
"35","Martin, Cade","200","146837446","200 BK SCY","15","1:50.39","1:49.19","""AAAA""","2019 CO CSI Pioneer Open","12/6/2019","Aquawolves Swimming","CO","","900","13","Yes"
