"result_rank","full_name","distance","time_id","event_desc","swimmer_age","swim_time_formatted","alt_adj_swim_time_formatted","standard_name","meet_name","swim_date","club_name","lsc_id","foreign_yesno","hytek_power_points","event_id","sanction_status"
"1","Heilman, Thomas","100","151799445","100 FL SCY","13","48.04","48.04","2021 Winter US Open (LCM)","2020 VA CA-Y -LY Dual Meet","12/5/2020","Cavalier Aquatics/Piedmont Family YMCA","VA","","1157","18","Yes"
"2","Garrett, Luke","100","153551866","100 FL SCY","13","51.55","51.55","""AAAA""","2021 GU TWST Short Course TAGS","3/5/2021","Lakeside Aquatic Club","NT","","991","18","Yes"
"3","Ha, Brandon","100","156287386","100 FL SCY","13","51.73","51.73","""AAAA""","2021 SN Bill Rose Cl Finals","7/15/2021","DART Swimming","SN","","982","18","Yes"
"4","Osio, Riccardo","100","151930641","100 FL SCY","13","51.76","51.76","""AAAA""","2020 NT LAC ARENA Winter Champs","12/11/2020","Lakeside Aquatic Club","NT","Yes","981","18","Yes"
"5","Austin, Thad","100","153971691","100 FL SCY","13","52.06","52.06","""AAAA""","2021 VA SRVA SR Shamrock Showd","3/28/2021","Enfinity Aquatic Club","NC","","967","18","Yes"
"6","Stanton, Baylor","100","154089300","100 FL SCY","13","52.24","52.24","""AAAA""","2021 GA Lifetime Not Divisionals","3/27/2021","Gwinnett Aquatics","GA","","959","18","Yes"
"7","Coombs, Andrew","100","154526331","100 FL SCY","13","52.36","52.36","""AAAA""","2021 PN KING May Invitational","5/8/2021","King Aquatic Club","PN","","954","18","Yes"
"8","Cox, Rowan","100","153551652","100 FL SCY","13","52.52","52.52","""AAAA""","2021 GU TWST Short Course TAGS","3/5/2021","Austin Swim Club","ST","","946","18","Yes"
"9","Kim, Eru","100","157842804","100 FL SCY","13","52.60","52.60","""AAAA""","2021 CA NOVA June AG Closed Invite","6/20/2021","Rose Bowl Aquatics","CA","","943","18","Yes"
"10","Marsteiner, Sam","100","153269891","100 FL SCY","13","52.62","52.62","""AAAA""","2021 NC TAC SC AG Champs","2/26/2021","New Wave Swim Team","NC","","942","18","Yes"
"11","Jones, Brayden","100","153552126","100 FL SCY","13","52.85","52.85","""AAAA""","2021 GU TWST Short Course TAGS","3/5/2021","Texas Ford Aquatics","NT","","931","18","Yes"
"12","Van Kersbergen, Gavin","100","153529867","100 FL SCY","13","53.01","53.01","""AAAA""","2021 FL Florida Swimming Spring FLAGS North","3/5/2021","Laker Swim","FL","","924","18","Yes"
"13","Tharakan, Abhay","100","153627693","100 FL SCY","13","53.10","53.10","""AAAA""","2021 NC TAC ESSZ SC AG Section","3/12/2021","TAC Titans","NC","","920","18","Yes"
"14","Tishler, Jackson","100","151943155","100 FL SCY","13","53.26","53.26","""AAAA""","2020 VA VSTP Icebreaker Invita","12/11/2020","Nation's Capital Swim Club","PV","","913","18","Yes"
"15","Rowe, Oliver","100","151076123","100 FL SCY","13","53.32","53.32","""AAAA""","2020 ST AQTX TNR ","10/6/2020","Nitro Swimming","ST","","910","18","Yes"
"16","Zhao, Jason","100","151944637","100 FL SCY","13","53.33","53.33","""AAAA""","2020 OH OSI 18U Winter Champs","12/11/2020","Blue Ash YMCA Swim Team","OH","","910","18","Yes"
"17","Sun, Ian","100","153302881","100 FL SCY","13","53.37","53.37","""AAAA""","2021 CA AZOT v GWSC February Dual","2/27/2021","Aquazot Swim Club","CA","","908","18","Yes"
"18","Cakir, Noah","100","153652541","100 FL SCY","13","53.45","53.45","""AAA""","2021 MR LIAC Virtual Championship","3/14/2021","Team Suffolk","MR","","904","18","Yes"
"19","Grendysz, Aiden","100","153192335","100 FL SCY","13","53.52","53.52","""AAA""","2021 PV DMV Showcase","2/22/2021","Occoquan Swimming Inc","PV","","901","18","Yes"
"20","Todd, Brayden","100","153683922","100 FL SCY","13","53.65","53.65","""AAA""","2021 MA KA Jr. Keystone Classic","3/14/2021","Keystone Aquatics","MA","","895","18","Yes"
"21","Browne, Will","100","151573399","100 FL SCY","13","53.66","53.66","""AAA""","2020 VA Gator Nov Intrasquad M","11/14/2020","Virginia Gators","VA","","895","18","Yes"
"22","Sapozhnikov, David","100","154607517","100 FL SCY","13","53.72","53.72","""AAA""","2021 NE CRA May Sprint Series","5/14/2021","Charles River Aquatics","NE","","892","18","Yes"
"23","Bailey, Tucker","100","153768268","100 FL SCY","13","53.75","53.75","""AAA""","2021 Kentucky Swimming SC Stat","3/20/2021","Cardinal Aquatics","KY","","891","18","Yes"
"23","Campbell, Spencer","100","153687968","100 FL SCY","13","53.75","53.75","""AAA""","2021 VA SC Age Group Champs ","3/12/2021","Poseidon Swimming Inc","VA","","891","18","Yes"
"25","Tower, Zach","100","153738979","100 FL SCY","13","53.79","53.79","""AAA""","2021 UT CA-NV Sectionals St. George","3/12/2021","Team Santa Monica","CA","","889","18","Yes"
"26","Campbell, Sam","100","156515043","100 FL SCY","13","53.84","53.84","""AAA""","2021 MI 13-14 & Open MS Summer States","7/25/2021","Huron Valley Penguins","MI","","887","18","Yes"
"27","Kwon, Roy","100","156176092","100 FL SCY","13","53.86","53.86","""AAA""","2021 CA Armada Summer Invite","7/18/2021","BLAST Sharks","CA","","886","18","Yes"
"28","Davis, Micah","100","154037470","100 FL SCY","13","53.94","53.94","""AAA""","2021 ND Central Zone North Sectional","3/27/2021","Monticello Swim Club","MN","","883","18","Yes"
"29","Nus, Ethan","100","151901051","100 FL SCY","13","53.96","53.96","""AAA""","2020 MR LIAC Travel To Nowhere Invitational","12/12/2020","Long Island Aquatic Club","MR","","882","18","Yes"
"30","Witte, Evan","100","154039127","100 FL SCY","13","54.02","54.02","""AAA""","2021 ND Central Zone North Sectional","3/27/2021","Aquajets Swim Team","MN","","879","18","Yes"
"31","Vervlied, Zack","100","152018937","100 FL SCY","13","54.03","54.03","""AAA""","2020 IN VSC Holly Jolly Invitational","12/12/2020","Lake Central Barracudas","IN","","879","18","Yes"
"32","Jung, Jihoon","100","151736672","100 FL SCY","13","54.05","54.05","""AAA""","2020 IN SSC and Carmel 13 & o","11/7/2020","Southeastern Swim Club","IN","","878","18","Yes"
"33","Hall, Judah","100","153269407","100 FL SCY","13","54.06","54.06","""AAA""","2021 NC TAC SC AG Champs","2/26/2021","Swim Tribe","NC","","877","18","Yes"
