="result_rank",="full_name",="distance",="time_id",="event_desc",="swimmer_age",="swim_time_formatted",="alt_adj_swim_time_formatted",="standard_name",="meet_name",="swim_date",="club_name",="lsc_id",="foreign_yesno",="hytek_power_points",="event_id",="sanction_status"
="1","Heilman, Thomas",="100",="150932103",="100 FL SCY",="13",="48.81",="48.81",="2022 Summer Juniors (LCM)",="2020 VA Cavalier Aq Intrasquad",="8/29/2020",="Cavalier Aquatics/Piedmont Family YMCA",="VA",="",="1120",="18",="Yes"
="2","Jones, Dean",="100",="147099252",="100 FL SCY",="13",="49.98",="49.98",="2021 Futures (LCM)",="2019 Winter Junior Nats - West",="12/13/2019",="Magnolia Aquatic Club",="GU",="",="1064",="18",="Yes"
="3","Roberts, Evan",="100",="145902053",="100 FL SCY",="13",="51.55",="51.55",="""AAAA""",="2019 ST TXLA 11&Over November Unclassified",="11/16/2019",="Waterloo Swimming",="ST",="",="991",="18",="Yes"
="4","McMullan, Thackston",="100",="149054785",="100 FL SCY",="13",="51.57",="51.57",="""AAAA""",="2020 OH CM  ""TYR Sport"" Winter",="2/1/2020",="Cincinnati Marlins",="OH",="",="990",="18",="Yes"
="5","Osio, Riccardo",="100",="150784338",="100 FL SCY",="13",="51.65",="51.65",="""AAAA""",="2020 NT Short Course TAGS Champs",="3/6/2020",="Lakeside Aquatic Club",="NT",="Yes",="986",="18",="Yes"
="6","Diehl, Daniel",="100",="145042819",="100 FL SCY",="13",="51.81",="51.81",="""AAAA""",="2019 MD YCM Fall Meet",="10/12/2019",="Unattached",="MD",="",="979",="18",="Yes"
="7","Dunkel, Nolan",="100",="145726812",="100 FL SCY",="13",="52.10",="52.10",="""AAAA""",="2019 NC TAC Big Southern Class",="11/9/2019",="Arlington Aquatic Club",="PV",="",="966",="18",="Yes"
="8","Keen, Troy",="100",="147387414",="100 FL SCY",="13",="52.19",="52.19",="""AAAA""",="2019 VA 9th HOKI Swim and Tri",="12/13/2019",="SwimMAC Carolina",="NC",="",="961",="18",="Yes"
="9","Poplawski, Richard",="100",="145258714",="100 FL SCY",="13",="52.65",="52.65",="""AAAA""",="2019 NE ABF Trials/Finals at R",="11/2/2019",="Scarlet Aquatics",="NJ",="",="940",="18",="Yes"
="10","Payne, Jarrett",="100",="147182504",="100 FL SCY",="13",="52.71",="52.71",="""AAAA""",="2019 OH MAKO Holiday Spirit In",="12/14/2019",="Springfield Family YMCA",="OH",="",="938",="18",="Yes"
="11","Yan, Jerry",="100",="145769989",="100 FL SCY",="13",="52.77",="52.77",="""AAAA""",="2019 CA Kevin Perry Sr Invite at RMDA-SCY",="11/2/2019",="Irvine Novaquatics",="CA",="",="935",="18",="Yes"
="12","Kelly, Jeremy",="100",="147939461",="100 FL SCY",="13",="52.84",="52.84",="""AAAA""",="2020 NT 38th Speedo Greater Southwest",="1/11/2020",="Nitro Swimming",="ST",="",="932",="18",="Yes"
="13","Power, Zach",="100",="148222705",="100 FL SCY",="13",="52.95",="52.95",="""AAAA""",="2020 PN AP Washington Open",="1/18/2020",="Lakeridge Swim Team",="PC",="",="927",="18",="Yes"
="14","Oppenheim, Nate",="100",="147350716",="100 FL SCY",="13",="53.04",="53.04",="""AAAA""",="2019 MA LAC Holiday Cup",="12/13/2019",="Ridgefield Aquatic Club",="CT",="",="923",="18",="Yes"
="15","Bermudez, Simon",="100",="145402607",="100 FL SCY",="13",="53.14",="53.14",="""AAAA""",="2019 VA Mid-Atlantic AG Champ",="11/3/2019",="Nation's Capital Swim Club",="PV",="",="918",="18",="Yes"
="16","Xu, Nathan",="100",="149038634",="100 FL SCY",="13",="53.16",="53.16",="""AAAA""",="2019 PNS Short Course Champion",="12/20/2019",="Bellevue Club Swim Team",="PN",="",="917",="18",="Yes"
="17","Lancaster, Carter",="100",="146668585",="100 FL SCY",="13",="53.38",="53.38",="""AAAA""",="2019 SE NAC SPEEDO Music City Inv",="12/8/2019",="Carmel Swim Club",="IN",="",="908",="18",="Yes"
="18","Caputo, Quinn",="100",="150360549",="100 FL SCY",="13",="53.44",="53.44",="""AAAA""",="2020 NE CRIM 11-14 Championshi",="2/28/2020",="Crimson Aquatics",="NE",="",="905",="18",="Yes"
